DapipId,UNITID,LocationName,ParentName,ParentDapipId,LocationType,Address,GeneralPhone,AdminName,AdminPhone,AdminEmail,Fax
114859068,150987,Ivy Tech Community College of Indiana at Ivy Tech Frankfort,Ivy Tech Community College of Indiana,114859,Additional Location,251 E. Clinton Street; Frankfort; IN 46041,,,,,
114859069,150987,Ivy Tech Community College of Indiana at Henry County Campus,Ivy Tech Community College of Indiana,114859,Additional Location,3325 South Memorial Drive (State Route 3); New Castle; IN 47362,,,,,
114859070,150987,Ivy Tech Community College of Indiana at Region 13 - HPS,Ivy Tech Community College of Indiana,114859,Additional Location,1 Heartland Way; Jeffersonville; IN 47130,,,,,
114859071,150987,Ivy Tech Community College of Indiana at Region 5 - Rochester Instructional,Ivy Tech Community College of Indiana,114859,Additional Location,1820 Park Road; Rochester; IN 47975-8459,,,,,
114859072,150987,Ivy Tech Community College of Indiana at Region 5 - Tipton Instructional,Ivy Tech Community College of Indiana,114859,Additional Location,1200 South Main Street; Tipton; IN 46072-8459,,,,,
114859073,150987,Ivy Tech Community College of Indiana at Morocco,Ivy Tech Community College of Indiana,114859,Additional Location,4117 S 240 West; Morocco; IN 47963,,,,,
114859074,150987,Ivy Tech Community College of Indiana at Battery Innovation Center,Ivy Tech Community College of Indiana,114859,Additional Location,7970 S. Energy Drive; Newberry; IN 47449,,,,,
114859075,150987,Ivy Tech Community College of Indiana at Portage University Center,Ivy Tech Community College of Indiana,114859,Additional Location,6260 Central Ave; Portage; IN 46368,,,,,
114859076,150987,Ivy Tech Community College of Indiana at Park County Learning Center,Ivy Tech Community College of Indiana,114859,Additional Location,519 N. Lincoln Road; Rockville; IN 47872-1546,,,,,
114859077,150987,Ivy Tech Community College of Indiana at Building 328,Ivy Tech Community College of Indiana,114859,Additional Location,328 North Michigan Street; South Bend; IN 46601,,,,,
114859078,150987,Ivy Tech Community College of Indiana at Sullivan Learning Center II,Ivy Tech Community College of Indiana,114859,Additional Location,2110 N. Hospital Blvd; Suite 1; Sullivan; IN 47882,,,,,
114859079,150987,Ivy Tech Community College of Indiana at Martin Luther King- Jr. Center II,Ivy Tech Community College of Indiana,114859,Additional Location,9A Meadows Center; Terre Haute; IN 47803,,,,,
114859080,150987,Ivy Tech Community College of Indiana at Area 18 CTE Cooperative Bluffton High S,Ivy Tech Community College of Indiana,114859,Additional Location,1 Tiger Trail; Bluffton; IN 46714,,,,,
114859081,150987,Ivy Tech Community College of Indiana at C4 Columbus Area Career Connection,Ivy Tech Community College of Indiana,114859,Additional Location,1200 Central Avenue; Columbus; IN 47201,,,,,
114859082,150987,Ivy Tech Community College of Indiana at Whitewater Technical Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,1300 Spartan Drive; Connersville; IN 47331,,,,,
114859083,150987,Ivy Tech Community College of Indiana at West Central Indiana Career and Technic,Ivy Tech Community College of Indiana,114859,Additional Location,One Athenian Drive; Crawfordsville; IN 47933,,,,,
114859084,150987,Ivy Tech Community College of Indiana at East Chicago Central High School,Ivy Tech Community College of Indiana,114859,Additional Location,210 West Columbus Drive; East Chicago; IN 46312,,,,,
114859085,150987,Ivy Tech Community College of Indiana at Anderson Community Schools CTE,Ivy Tech Community College of Indiana,114859,Additional Location,1600 Hillcrest Avenue; Anderson; IN 46011,,,,,
114859086,150987,Ivy Tech Community College of Indiana at North Lawrence Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,258 BNL Drive; Bedford; IN 47421,,,,,
114859087,150987,Ivy Tech Community College of Indiana at Hoosier Hills Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,3070 Prow Road; Bloomington; IN 47404,,,,,
114859088,150987,Ivy Tech Community College of Indiana at Elkhart Area Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,2424 California Road; Elkhart; IN 46514,,,,,
114859089,150987,Ivy Tech Community College of Indiana at Hinds Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,1105 North 19th Street; Elwood; IN 46036,,,,,
114859090,150987,Ivy Tech Community College of Indiana at Southern Indiana Career & Technical Cen,Ivy Tech Community College of Indiana,114859,Additional Location,1901 Lynch Road; Evansville; IN 47711,,,,,
114859091,150987,Ivy Tech Community College of Indiana at Anthis Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,1200 South Barr Street; Fort Wayne; IN 46802,,,,,
114859092,150987,Ivy Tech Community College of Indiana at Gary Area Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,1800 East 35th Avenue; Gary; IN 46409,,,,,
114859093,150987,Ivy Tech Community College of Indiana at Area 30 Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,One north Calbert Way; Suite A; Greencastle; IN 46135,,,,,
114859094,150987,Ivy Tech Community College of Indiana at Central Nine Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,1999 US Highway 31 South; Greenwood; IN 46143,,,,,
114859095,150987,Ivy Tech Community College of Indiana at Area Career Center of Hammond,Ivy Tech Community College of Indiana,114859,Additional Location,5757 Sohl Avenue; Hammond; IN 46320,,,,,
114859096,150987,Ivy Tech Community College of Indiana at Area 31 Career Programs,Ivy Tech Community College of Indiana,114859,Additional Location,1200 N. Girls School Road; Indianapolis; IN 46214,,,,,
114859097,150987,Ivy Tech Community College of Indiana at Bernard K. McKenzie Career Ctr. for Inn,Ivy Tech Community College of Indiana,114859,Additional Location,7250 E. 75th Street; Indianapolis; IN 46256,,,,,
114859098,150987,Ivy Tech Community College of Indiana at IPS Career & Technology Center,Ivy Tech Community College of Indiana,114859,Additional Location,725 North Oriental Street; Indianapolis; IN 46202,,,,,
114859099,150987,Ivy Tech Community College of Indiana at Walker Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,9651 East 21st Street; Indianapolis; IN 46229,,,,,
114859100,150987,Ivy Tech Community College of Indiana at J.E. Light Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,1901 East 86th Street; Indianapolis; IN 46240,,,,,
114859102,150987,Ivy Tech Community College of Indiana at Kokomo Area Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,2415 S Berkley Road; Kokomo; IN 46902,,,,,
114859103,150987,Ivy Tech Community College of Indiana at Wildcat Creek Career Cooperative,Ivy Tech Community College of Indiana,114859,Additional Location,21 Elston Road; Lafayette; IN 47909,,,,,
114859104,150987,Ivy Tech Community College of Indiana at Century Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,2500 Hopper Street; Logansport; IN 46947,,,,,
114859105,150987,Ivy Tech Community College of Indiana at Tucker Career & Technology Center,Ivy Tech Community College of Indiana,114859,Additional Location,107 South Pennsylvania Avenue; Marion; IN 46952,,,,,
114859106,150987,Ivy Tech Community College of Indiana at A.K. Smith Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,817 Lafayette Street; Michigan City; IN 46360,,,,,
114859107,150987,Ivy Tech Community College of Indiana at Indian Trails Career Cooperative,Ivy Tech Community College of Indiana,114859,Additional Location,300 South 3rd; Monticello; IN 47960,,,,,
114859108,150987,Ivy Tech Community College of Indiana at Muncie Area Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,2500 North Elgin Street; Muncie; IN 47303,,,,,
114859109,150987,Ivy Tech Community College of Indiana at Prosser Career Education System,Ivy Tech Community College of Indiana,114859,Additional Location,4202 Charleston Road; New Albany; IN 47150,,,,,
114859110,150987,Ivy Tech Community College of Indiana at New Castle Area Career Programs,Ivy Tech Community College of Indiana,114859,Additional Location,801 Parkview Drive; New Castle; IN 47362,,,,,
114859111,150987,Ivy Tech Community College of Indiana at Warrick Education Center,Ivy Tech Community College of Indiana,114859,Additional Location,3199 SR 261; Newburgh; IN 47630,,,,,
114859112,150987,Ivy Tech Community College of Indiana at Lost River Career Cooperative,Ivy Tech Community College of Indiana,114859,Additional Location,600 Elm Street; Suite 1; Paoli; IN 47454,,,,,
114859113,150987,Ivy Tech Community College of Indiana at Richmond Community Schools,Ivy Tech Community College of Indiana,114859,Additional Location,380 Hub Etchison Parkway; Richmond; IN 47374,,,,,
114859114,150987,Ivy Tech Community College of Indiana at Blue River Career Programs,Ivy Tech Community College of Indiana,114859,Additional Location,801 St. Joseph Street; Shelbyville; IN 46176,,,,,
114859115,150987,Ivy Tech Community College of Indiana at South Bend Community School Corporation,Ivy Tech Community College of Indiana,114859,Additional Location,3206 Sugar Maple Ct.; South Bend; IN 46628,,,,,
114859116,150987,Ivy Tech Community College of Indiana at Wawasee Area Career & Technical Coopera,Ivy Tech Community College of Indiana,114859,Additional Location,#1 Warrior Path; Syracuse; IN 46567,,,,,
114859117,150987,Ivy Tech Community College of Indiana at Vigo County School Corporation,Ivy Tech Community College of Indiana,114859,Additional Location,P.O. Box 3703; Terre Haute; IN 47803,,,,,
114859118,150987,Ivy Tech Community College of Indiana at Porter County Career and Technical Center,Ivy Tech Community College of Indiana,114859,Additional Location,1005 North Franklin Street; Valparaiso; IN 46383,,,,,
114859119,150987,Ivy Tech Community College of Indiana at Southeastern Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,901 West US 50; Versailles; IN 47042,,,,,
114859120,150987,Ivy Tech Community College of Indiana at Heartland Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,79 S 200 W; Wabash; IN 46992,,,,,
114859121,150987,Ivy Tech Community College of Indiana at Warsaw Area Career Center,Ivy Tech Community College of Indiana,114859,Additional Location,One Tiger Lane; Warsaw; IN 46580,,,,,
114859122,150987,Ivy Tech Community College of Indiana at Tippecanoe Valley Jr./Sr. High School,Ivy Tech Community College of Indiana,114859,Additional Location,8345 S Sr 19; Akron; IN 46910,,,,,
114859123,150987,Ivy Tech Community College of Indiana at Central Noble High School,Ivy Tech Community College of Indiana,114859,Additional Location,302 Cougar Ct; Albion; IN 46701,,,,,
114859124,150987,Ivy Tech Community College of Indiana at Angola High School,Ivy Tech Community College of Indiana,114859,Additional Location,350 S. John McBride Avenue; Angola; IN 46703,,,,,
114859125,150987,Ivy Tech Community College of Indiana at Adams Central High School,Ivy Tech Community College of Indiana,114859,Additional Location,222 W. Washington Street; Monroe; IN 46772,,,,,
114859126,150987,Ivy Tech Community College of Indiana at South Adams High School,Ivy Tech Community College of Indiana,114859,Additional Location,1000 Parkway Street; Berne; IN 46711,,,,,
114859127,150987,Ivy Tech Community College of Indiana at Bluffton High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Tiger Trl; Bluffton; IN 46714,,,,,
114859128,150987,Ivy Tech Community College of Indiana at Eastside Jr./Sr. High School,Ivy Tech Community College of Indiana,114859,Additional Location,603 E Green Street; Butler; IN 46721,,,,,
114859129,150987,Ivy Tech Community College of Indiana at Churubusco High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Eagle Drive; Churubusco; IN 46723,,,,,
114859130,150987,Ivy Tech Community College of Indiana at Columbia City High School,Ivy Tech Community College of Indiana,114859,Additional Location,107 North Walnut Street; Columbia City; IN 46725,,,,,
114859131,150987,Ivy Tech Community College of Indiana at Bellmont High School,Ivy Tech Community College of Indiana,114859,Additional Location,1000 North Adams; Decatur; IN 46733,,,,,
114859132,150987,Ivy Tech Community College of Indiana at Carroll High School,Ivy Tech Community College of Indiana,114859,Additional Location,3701 Carroll Road; Fort Wayne; IN 46818,,,,,
114859133,150987,Ivy Tech Community College of Indiana at FWCS- North Side High School,Ivy Tech Community College of Indiana,114859,Additional Location,475 East State Bl; Fort Wayne; IN 46805,,,,,
114859134,150987,Ivy Tech Community College of Indiana at FWCS- Northrop High School,Ivy Tech Community College of Indiana,114859,Additional Location,7001 Coldwater Rd; Fort Wayne; IN 46825,,,,,
114859135,150987,Ivy Tech Community College of Indiana at FWCS- Wayne New Tech,Ivy Tech Community College of Indiana,114859,Additional Location,3904 Raymond Street; Fort Wayne; IN 46803,,,,,
114859136,150987,Ivy Tech Community College of Indiana at Homestead High School,Ivy Tech Community College of Indiana,114859,Additional Location,4310 Homestead Road; Fort Wayne; IN 46814,,,,,
114859137,150987,Ivy Tech Community College of Indiana at Garrett High School,Ivy Tech Community College of Indiana,114859,Additional Location,801 E. Houston Street; Garrett; IN 46738,,,,,
114859138,150987,Ivy Tech Community College of Indiana at Fairfield Jr./Sr. High School,Ivy Tech Community College of Indiana,114859,Additional Location,67530 U.S. 33; Goshen; IN 46526,,,,,
114859139,150987,Ivy Tech Community College of Indiana at Huntington North High School,Ivy Tech Community College of Indiana,114859,Additional Location,450 MacGahan Street; Huntington; IN 46750,,,,,
114859140,150987,Ivy Tech Community College of Indiana at IPS- Career Tech Magnet High School,Ivy Tech Community College of Indiana,114859,Additional Location,1500 E Michigan Street; Indianapolis; IN 46201,,,,,
114859141,150987,Ivy Tech Community College of Indiana at Four County Vocational Center,Ivy Tech Community College of Indiana,114859,Additional Location,1607 Dowling Street; Kendallville; IN 46755,,,,,
114859142,150987,Ivy Tech Community College of Indiana at Lakeland High School,Ivy Tech Community College of Indiana,114859,Additional Location,805 E 075 N; LaGrange; IN 46761,,,,,
114859143,150987,Ivy Tech Community College of Indiana at West Noble High School,Ivy Tech Community College of Indiana,114859,Additional Location,5094 U.S. 33; Ligonier; IN 46767,,,,,
114859144,150987,Ivy Tech Community College of Indiana at Heritage Hills High School,Ivy Tech Community College of Indiana,114859,Additional Location,3644 E County Road 1600 N; Lincoln City; IN 47552,,,,,
114859145,150987,Ivy Tech Community College of Indiana at Lowell High School,Ivy Tech Community College of Indiana,114859,Additional Location,2051 E Commercial Avenue; Lowell; IN 46356,,,,,
114859146,150987,Ivy Tech Community College of Indiana at North Newton High School,Ivy Tech Community College of Indiana,114859,Additional Location,1641 W 250 N; Morocco; IN 47963,,,,,
114859147,150987,Ivy Tech Community College of Indiana at Southern Wells Jr./ Sr. High School,Ivy Tech Community College of Indiana,114859,Additional Location,9120 S. 300 West; Poneto; IN 46781,,,,,
114859148,150987,Ivy Tech Community College of Indiana at Jay County High School,Ivy Tech Community College of Indiana,114859,Additional Location,2072 W. State Road 67; Portland; IN 47371,,,,,
114859149,150987,Ivy Tech Community College of Indiana at Norwell High School,Ivy Tech Community College of Indiana,114859,Additional Location,1100 US 224; Ossian; IN 46777,,,,,
114859150,150987,Ivy Tech Community College of Indiana at Welding Institute Curriculum,Ivy Tech Community College of Indiana,114859,Additional Location,Mid - America Science Park 821 South lake Road Sou; Scottsburg; IN 47170,,,,,
114859151,150987,Ivy Tech Community College of Indiana at Riley High School,Ivy Tech Community College of Indiana,114859,Additional Location,1902 Fellows Street; South Bend; IN 46613,,,,,
114859152,150987,Ivy Tech Community College of Indiana at Whitko High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Big Blue Avenue; South Whitley; IN 46787,,,,,
114859153,150987,Ivy Tech Community College of Indiana at DeKalb High School,Ivy Tech Community College of Indiana,114859,Additional Location,3424 County Road 427; Waterloo; IN 46793,,,,,
114859154,150987,Ivy Tech Community College of Indiana at EACS- Woodlan Jr./Sr. High School,Ivy Tech Community College of Indiana,114859,Additional Location,17215 Woodburn Road; Woodburn; IN 46797,,,,,
114859155,150987,Ivy Tech Community College of Indiana at Alexandria-Monroe High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Burden Street; Alexandria; IN 46001,,,,,
114859156,150987,Ivy Tech Community College of Indiana at Anderson High School,Ivy Tech Community College of Indiana,114859,Additional Location,4610 Madison Avenue; Anderson; IN 46013,,,,,
114859157,150987,Ivy Tech Community College of Indiana at Anderson Preparatory Academy,Ivy Tech Community College of Indiana,114859,Additional Location,101 W 29th Street; Anderson; IN 46016,,,,,
114859158,150987,Ivy Tech Community College of Indiana at Liberty Christian School,Ivy Tech Community College of Indiana,114859,Additional Location,2323 Columbus Avenue; Anderson; IN 46016,,,,,
114859159,150987,Ivy Tech Community College of Indiana at The Excel Center,Ivy Tech Community College of Indiana,114859,Additional Location,630 Nichol Avenue; Anderson; IN 46016,,,,,
114859160,150987,Ivy Tech Community College of Indiana at Oak Hill High School,Ivy Tech Community College of Indiana,114859,Additional Location,7756 W Delphi Pike 27; Converse; IN 46919,,,,,
114859161,150987,Ivy Tech Community College of Indiana at Madison-Grant High School,Ivy Tech Community College of Indiana,114859,Additional Location,11700 S E 00 W; Fairmont; IN 46928,,,,,
114859162,150987,Ivy Tech Community College of Indiana at Frankton High School,Ivy Tech Community College of Indiana,114859,Additional Location,610 E Clyde Street; Frankton; IN 46044,,,,,
114859163,150987,Ivy Tech Community College of Indiana at Mississinewa High School,Ivy Tech Community College of Indiana,114859,Additional Location,205 N H Street; Gas City; IN 46933,,,,,
114859164,150987,Ivy Tech Community College of Indiana at Wes-Del High School,Ivy Tech Community College of Indiana,114859,Additional Location,10000 N county Road 600 W; Gaston; IN 47342,,,,,
114859165,150987,Ivy Tech Community College of Indiana at Blackford High School,Ivy Tech Community College of Indiana,114859,Additional Location,2392 Indiana 3; Hartford City; IN 47348,,,,,
114859166,150987,Ivy Tech Community College of Indiana at Lapel High School,Ivy Tech Community College of Indiana,114859,Additional Location,1850 S 900 W; Lapel; IN 46051,,,,,
114859167,150987,Ivy Tech Community College of Indiana at Union County High School,Ivy Tech Community College of Indiana,114859,Additional Location,410 Patriot Blvd; Liberty; IN 47353,,,,,
114859168,150987,Ivy Tech Community College of Indiana at Randolph Southern High School,Ivy Tech Community College of Indiana,114859,Additional Location,3 Rebel Drive; Lynn; IN 47355,,,,,
114859169,150987,Ivy Tech Community College of Indiana at Eastbrook High School,Ivy Tech Community College of Indiana,114859,Additional Location,560 S 900 E; Marion; IN 46953,,,,,
114859170,150987,Ivy Tech Community College of Indiana at Marion High School,Ivy Tech Community College of Indiana,114859,Additional Location,1240 Adams Street; Marion; IN 46952,,,,,
114859171,150987,Ivy Tech Community College of Indiana at Shenandoah High School,Ivy Tech Community College of Indiana,114859,Additional Location,7354 US 36; Middletown; IN 47356,,,,,
114859172,150987,Ivy Tech Community College of Indiana at Burris Laboratory School,Ivy Tech Community College of Indiana,114859,Additional Location,2000 W University Avenue; Muncie; IN 47303,,,,,
114859173,150987,Ivy Tech Community College of Indiana at Delta High School,Ivy Tech Community College of Indiana,114859,Additional Location,3400 Indiana 28; Muncie; IN 47303,,,,,
114859174,150987,Ivy Tech Community College of Indiana at Heritage Hall Christian School,Ivy Tech Community College of Indiana,114859,Additional Location,6401 W River Road; Muncie; IN 47304,,,,,
114859175,150987,Ivy Tech Community College of Indiana at Muncie Central High School,Ivy Tech Community College of Indiana,114859,Additional Location,801 Walnut Street; Muncie; IN 47305,,,,,
114859176,150987,Ivy Tech Community College of Indiana at Muncie Southside High School,Ivy Tech Community College of Indiana,114859,Additional Location,1601 E 26th Street; Muncie; IN 47302,,,,,
114859177,150987,Ivy Tech Community College of Indiana at Blue River High School,Ivy Tech Community College of Indiana,114859,Additional Location,4741 Viking Trail; New Castle; IN 47362,,,,,
114859178,150987,Ivy Tech Community College of Indiana at Monroe Central high School,Ivy Tech Community College of Indiana,114859,Additional Location,1878 N 1000 W; Parker City; IN 47368,,,,,
114859179,150987,Ivy Tech Community College of Indiana at Pendleton Heights High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Arabian Drive; Pendleton; IN 46064,,,,,
114859180,150987,Ivy Tech Community College of Indiana at Jay County High,Ivy Tech Community College of Indiana,114859,Additional Location,2072 Indian 67; Portland; IN 47371,,,,,
114859181,150987,Ivy Tech Community College of Indiana at Wapahani High School,Ivy Tech Community College of Indiana,114859,Additional Location,10401 East County Road 167 South; Selma; IN 47383,,,,,
114859182,150987,Ivy Tech Community College of Indiana at Tri Jr.-Sr. High School,Ivy Tech Community College of Indiana,114859,Additional Location,6972 Indiana 103; Straughn; IN 47387,,,,,
114859183,150987,Ivy Tech Community College of Indiana at Winchester High School,Ivy Tech Community College of Indiana,114859,Additional Location,700 N Union Street; Winchester; IN 47394,,,,,
114859184,150987,Ivy Tech Community College of Indiana at Yorktown High School,Ivy Tech Community College of Indiana,114859,Additional Location,1100 S County Road 575 W; Yorktown; IN 47396,,,,,
114859185,150987,Ivy Tech Community College of Indiana at FWCS - Snider High School,Ivy Tech Community College of Indiana,114859,Additional Location,4600 Fairlawn Pass; Fort Wayne; IN 46815,,,,,
114859186,150987,Ivy Tech Community College of Indiana at FWCS - South Side High School,Ivy Tech Community College of Indiana,114859,Additional Location,3601 South Calhoun Street; Fort Wayne; IN 46807,,,,,
114859187,150987,Ivy Tech Community College of Indiana at FWCS - Wayne High School,Ivy Tech Community College of Indiana,114859,Additional Location,9100 Winchester Road; Fort Wayne; IN 46819,,,,,
114859188,150987,Ivy Tech Community College of Indiana at East Noble High School,Ivy Tech Community College of Indiana,114859,Additional Location,901 Garden Street; Kendallville; IN 46755,,,,,
114859189,150987,Ivy Tech Community College of Indiana at Prairie Height High School,Ivy Tech Community College of Indiana,114859,Additional Location,305 S 1150 E; LaGrange; IN 46761,,,,,
114859190,150987,Ivy Tech Community College of Indiana at EACS - Leo Jr./Sr. High School,Ivy Tech Community College of Indiana,114859,Additional Location,14600 Amstutz Road; Leo-Cedarville; IN 46765,,,,,
114859191,150987,Ivy Tech Community College of Indiana at EACS- Heritage Jr./Sr. High School,Ivy Tech Community College of Indiana,114859,Additional Location,1240 State Road 930 East; New Haven; IN 46774,,,,,
114859192,150987,Ivy Tech Community College of Indiana at EACS- New Haven High School,Ivy Tech Community College of Indiana,114859,Additional Location,1300 Green Road; New Haven; IN 46774,,,,,
114859193,150987,Ivy Tech Community College of Indiana at Batesville High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Bulldog Blvd. W; Batesville; IN 47006,,,,,
114859194,150987,Ivy Tech Community College of Indiana at Cannelton High School,Ivy Tech Community College of Indiana,114859,Additional Location,109 S 3rd Street; Cannelton; IN 47520,,,,,
114859195,150987,Ivy Tech Community College of Indiana at Connersville High School,Ivy Tech Community College of Indiana,114859,Additional Location,1100 Spartan Dr.; Connersville; IN 47331,,,,,
114859196,150987,Ivy Tech Community College of Indiana at Covington High School,Ivy Tech Community College of Indiana,114859,Additional Location,1017 6th St.; Covington; IN 47932,,,,,
114859197,150987,Ivy Tech Community College of Indiana at Crawfordsville High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Athenian Dr.; Crawfordsville; IN 47933,,,,,
114859198,150987,Ivy Tech Community College of Indiana at Crothersville High School,Ivy Tech Community College of Indiana,114859,Additional Location,109 N. Preston St.; Crothersville; IN 47229,,,,,
114859200,150987,Ivy Tech Community College of Indiana at East Central High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Trojan Rd.; St. Leon; IN 47022,,,,,
114859201,150987,Ivy Tech Community College of Indiana at East Chicago High School,Ivy Tech Community College of Indiana,114859,Additional Location,1100 W. Columbus Dr.; East Chicago; IN 46312,,,,,
114859202,150987,Ivy Tech Community College of Indiana at Frankfort High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 S. Maish Rd.; Frankfort; IN 46041,,,,,
114859203,150987,Ivy Tech Community College of Indiana at Franklin County High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Wildcat Ln.; Brookville;; IN 47012,,,,,
114859204,150987,Ivy Tech Community College of Indiana at Frontier High School,Ivy Tech Community College of Indiana,114859,Additional Location,109 N. 6th St.; Chalmers; IN 47929,,,,,
114859205,150987,Ivy Tech Community College of Indiana at Greensburg Community High School,Ivy Tech Community College of Indiana,114859,Additional Location,1000 E. Central Ave.; Greensburg; IN 47240,,,,,
114859206,150987,Ivy Tech Community College of Indiana at Hanover High School,Ivy Tech Community College of Indiana,114859,Additional Location,10120 W. 133rd Ave.; Cedar Lake; IN 46303,,,,,
114859207,150987,Ivy Tech Community College of Indiana at Ivy Tech-Noblesville,Ivy Tech Community College of Indiana,114859,Additional Location,300 N. 17th Street; Noblesville; IN 46060,,,,,
114859208,150987,Ivy Tech Community College of Indiana at John Marshall Community High School,Ivy Tech Community College of Indiana,114859,Additional Location,10101 E. 38th St.; Indianapolis; IN 46236,,,,,
114859209,150987,Ivy Tech Community College of Indiana at Knox High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Redskin Trail; Knox; IN 46534,,,,,
114859210,150987,Ivy Tech Community College of Indiana at Lawrenceburg High School,Ivy Tech Community College of Indiana,114859,Additional Location,100 Tiger Blvd.; Lawrenceburg; IN 47025,,,,,
114859211,150987,Ivy Tech Community College of Indiana at Linton-Stockton High School,Ivy Tech Community College of Indiana,114859,Additional Location,10 H St. NE; Linton; IN 47441,,,,,
114859212,150987,Ivy Tech Community College of Indiana at Logansport High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Berry Ln.; Logansport; IN 46947,,,,,
114859213,150987,Ivy Tech Community College of Indiana at Mitchell High School,Ivy Tech Community College of Indiana,114859,Additional Location,1000 W. Bishop Blvd.; Mitchell; IN 47446,,,,,
114859214,150987,Ivy Tech Community College of Indiana at New Albany High School,Ivy Tech Community College of Indiana,114859,Additional Location,1020 Vincennes S.; New Albany; IN 47150,,,,,
114859215,150987,Ivy Tech Community College of Indiana at Nia Center,Ivy Tech Community College of Indiana,114859,Additional Location,2900 W. Broadway; Louisville; KY 40211,,,,,
114859216,150987,Ivy Tech Community College of Indiana at North Judson High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Bluejay Dr.; North Judson; IN 46366,,,,,
114859217,150987,Ivy Tech Community College of Indiana at Oldenburg Academy,Ivy Tech Community College of Indiana,114859,Additional Location,1 Twister Circle; Oldenburg; IN 47036,,,,,
114859218,150987,Ivy Tech Community College of Indiana at Princeton High School,Ivy Tech Community College of Indiana,114859,Additional Location,1101 N. Main St.; Princeton; IN 47670,,,,,
114859219,150987,Ivy Tech Community College of Indiana at Rochester High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Zebra Ln.; Rochester; IN 46975,,,,,
114859220,150987,Ivy Tech Community College of Indiana at Rossville High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Robert Egly Dr.; Rossville; IN 46065,,,,,
114859221,150987,Ivy Tech Community College of Indiana at Switzerland Co. High School,Ivy Tech Community College of Indiana,114859,Additional Location,1020 W. Main St.; Vevay; IN 47043,,,,,
114859222,150987,Ivy Tech Community College of Indiana at Wawasee High School,Ivy Tech Community College of Indiana,114859,Additional Location,1 Warrior Path Bldg. 1; Syracuse; IN 46567,,,,,
114859223,150987,Ivy Tech Community College of Indiana at West Lafayette High School,Ivy Tech Community College of Indiana,114859,Additional Location,1105 N. Grant St.; West Lafayette; IN 47906,,,,,
114859224,150987,Ivy Tech Community College of Indiana at Academic Learning Center,Ivy Tech Community College of Indiana,114859,Additional Location,9900 Connecticut Drive; Crown Point; IN 46307,,,,,
114859225,150987,Ivy Tech Community College of Indiana at Avon,Ivy Tech Community College of Indiana,114859,Additional Location,7508 Beechwood Centre Road; Avon; IN 46123,,,,,
114859226,150987,Ivy Tech Community College of Indiana at Indy West,Ivy Tech Community College of Indiana,114859,Additional Location,7333 West Washington Street; Indianapolis; IN 46231,,,,,
114859227,150987,Ivy Tech Community College of Indiana at Mooresville,Ivy Tech Community College of Indiana,114859,Additional Location,204 Southbridge Street; Mooresville; IN 46158,,,,,
114859228,150987,Ivy Tech Community College of Indiana at Shelbyville Intelliplex,Ivy Tech Community College of Indiana,114859,Additional Location,2177 Intelliplex Drive; Shelbyville; IN 46176,,,,,
114859229,150987,Ivy Tech Community College of Indiana-Marion,Ivy Tech Community College of Indiana,114859,Additional Location,261 S. Commerce Drive; Marion; IN 46953,,,,,
114859230,150987,Ivy Tech Community College of Indiana at Bosse High School,Ivy Tech Community College of Indiana,114859,Additional Location,1300 Washington Ave.; Evansville; IN 47714,,,,,
114859231,150987,Ivy Tech Community College of Indiana at Broad Ripple Magnet High School,Ivy Tech Community College of Indiana,114859,Additional Location,1115 Broad Ripple Ave.; Indianapolis; IN 46220,,,,,
114859232,150987,Ivy Tech Community College of Indiana at Columbus North High School,Ivy Tech Community College of Indiana,114859,Additional Location,1400 25th St.; Columbus; IN 47201,,,,,
