PersonId,Gender,YearsOfExperience,AcceptingNewStudent,City,State,ZipCode,RaceEthnicity
6017,male,4,1,Bedford hills,NY,10507,white
6018,male,16,0,Deland,FL,32720,white
6019,male,25,1,Sauget,IL,62201,Black or African American
6020,male,10,0,Charlotte,NC,28277,white
6021,unidentified,18,1,Utica,MN,55979,white
6022,unidentified,8,0,Underwood,IN,47177,Hispanic
6023,male,23,0,Brewster,NY,10509,white
6024,unidentified,13,1,Luxemburg,IA,52056,white
6025,female,10,0,Topton,NC,28781,Pacific Islander
6026,male,1,1,Deland,FL,32724,white
6027,unidentified,9,1,Monterey,TN,38574,white
6028,unidentified,28,0,Ulysses,NE,68667,white
6029,unidentified,4,1,Braden river,FL,34202,Hispanic
6030,unidentified,9,0,Zuni,NM,87327,white
6031,unidentified,19,0,Au gres,MI,48703,white
6032,unidentified,30,1,Flintville,TN,37335,white
6033,unidentified,17,0,Newport,IN,47966,Hispanic
6034,male,18,0,East earl,PA,17519,white
6035,unidentified,29,0,Kissimmee,FL,34744,white
6036,unidentified,29,1,Apple valley,MN,55124,Black or African American
6037,male,20,1,Briarcliff manor,NY,10510,white
6038,unidentified,11,1,Mobile,AL,36617,white
6039,unidentified,23,1,Calais,ME,4619,white
6040,unidentified,28,1,Unionville,TN,37180,Hispanic
6041,male,30,1,Buchanan,NY,10511,white
6042,male,4,0,Carmel,NY,10512,white
6043,unidentified,14,1,Queenstown,MD,21658,unidentified
6044,male,5,0,Chappaqua,NY,10514,white
6045,unidentified,19,1,Hill city,SD,57745,Hispanic
6046,unidentified,11,0,Wabasha,MN,55981,Black or African American
6047,unidentified,27,0,Waltham,MN,55982,Black or African American
6048,unidentified,26,1,Cherryfield,ME,4622,white
6049,unidentified,28,0,Wanamingo,MN,55983,Black or African American
6050,female,11,1,Nampa,ID,83686,Pacific Islander
6051,unidentified,27,1,Pottstown,PA,19465,Black or African American
6052,unidentified,20,0,Covesville,VA,22931,Black or African American
6053,unidentified,6,1,Winchester,TN,37398,white
6054,unidentified,14,0,Thurston,OH,43157,white
6055,unidentified,28,0,Boyden,IA,51234,Black or African American
6056,male,21,1,Liberty,SC,29657,white
6057,unidentified,30,0,Duncanville,AL,35456,Hispanic
6058,male,20,0,Cold spring,NY,10516,white
6059,unidentified,9,0,Walker,MI,49504,white
6060,unidentified,30,1,Portage,IN,46368,Black or African American
6061,unidentified,8,1,Hot springs,SD,57747,Hispanic
6062,unidentified,28,1,New castle,VA,24127,Black or African American
6063,unidentified,6,1,Middle river,MD,21220,white
6064,unidentified,28,1,Moville,IA,51039,white
6065,unidentified,18,1,Baltimore,MD,21202,Asian
6066,male,8,0,Cross river,NY,10518,white
6067,unidentified,16,1,Homestead,FL,33030,American Indian or Alaska Native
6068,unidentified,2,0,Huntingdon valle,PA,19006,Black or African American
6069,unidentified,18,1,Akron,CO,80720,white
6070,unidentified,16,0,Annapolis,MD,21403,Hispanic
6071,unidentified,19,0,West concord,MN,55985,Black or African American
6072,unidentified,9,1,Gilbertown,AL,36908,Hispanic
6073,male,23,0,Croton falls,NY,10519,white
6074,unidentified,9,1,Philadelphia,PA,19120,white
6075,unidentified,6,1,Goodview,MN,55987,Black or African American
6076,unidentified,27,0,Paynesville,WV,24873,white
6077,unidentified,9,1,Bowling green,OH,43402,Hispanic
6078,male,11,0,Hampton,GA,30228,white
6079,unidentified,18,0,Glen arbor,MI,49636,Hispanic
6080,unidentified,8,1,Shenandoah junct,WV,25442,Black or African American
6081,unidentified,11,0,Robinette,WV,25607,white
6082,unidentified,3,0,Stockton,MN,55988,Black or African American
6083,unidentified,10,0,Plainville,MA,2762,white
6084,male,26,1,Charlotte,NC,28278,white
6085,unidentified,3,1,Belmond,IA,50421,Black or African American
6086,unidentified,23,1,Cambridge,MD,21613,unidentified
6087,unidentified,8,1,Downingtown,PA,19335,white
6088,male,10,1,Croton on hudson,NY,10520,white
6089,unidentified,6,1,Wykoff,MN,55990,Hispanic
6090,unidentified,1,0,Shelbyville,IN,46176,white
6091,female,4,1,Clarkesville,GA,30523,white
6092,male,15,0,Dobbs ferry,NY,10522,white
6093,unidentified,27,1,Gillett,PA,16925,white
6094,male,28,0,Elmsford,NY,10523,white
6095,unidentified,2,0,Lincoln,NE,68520,white
6096,unidentified,11,1,Hammond,MN,55991,Hispanic
6097,unidentified,13,0,Plainview,SD,57748,Hispanic
6098,unidentified,12,1,Cedar grove,NC,27231,white
6099,unidentified,18,1,Comstock,WI,54826,American Indian or Alaska Native
6100,male,4,0,Garrison,NY,10524,white
6101,male,17,1,Goldens bridge,NY,10526,white
6102,unidentified,22,0,Bellevue,OH,44811,Hispanic
6103,unidentified,2,0,Inglis,FL,34449,Black or African American
6104,male,18,1,Long creek,SC,29658,white
6105,unidentified,4,0,New richmond,IN,47967,Black or African American
6106,male,23,0,Granite springs,NY,10527,white
6107,unidentified,7,0,Charleston,WV,25312,white
6108,female,15,1,Leyden,MA,1337,white
6109,unidentified,13,1,Elkhorn,WV,24831,white
6110,unidentified,30,1,Doon,IA,51235,Black or African American
6111,unidentified,23,1,Bowerston,OH,44695,white
6112,unidentified,26,1,Booneville,MS,38829,white
6113,female,3,1,Norcross,GA,30093,Hispanic
6114,male,25,0,Harrison,NY,10528,white
6115,unidentified,30,1,Kingston,OH,45644,white
6116,male,7,0,East saint louis,IL,62203,Black or African American
6117,unidentified,24,1,Tallmansville,WV,26237,Hispanic
6118,unidentified,12,0,Columbia falls,ME,4623,white
6119,unidentified,1,0,Roxobel,NC,27872,white
6120,unidentified,25,1,Nehawka,NE,68413,white
6121,unidentified,15,0,George,IA,51237,Black or African American
6122,unidentified,24,1,Martinsville,VA,24112,Hispanic
6123,unidentified,21,1,New britain,CT,6052,Black or African American
6124,unidentified,8,0,Galien,MI,49113,Hispanic
6125,unidentified,4,1,Olema,CA,94950,white
6126,unidentified,21,0,Hunlock creek,PA,18621,white
6127,unidentified,6,0,Elwood,IA,52226,Hispanic
6128,unidentified,27,1,Corea,ME,4624,white
6129,male,12,0,Rocky face,GA,30740,white
6130,unidentified,14,0,Hawk run,PA,16840,Black or African American
6131,unidentified,15,0,Sturtevant,WI,53177,white
6132,male,26,1,Morganton,NC,28655,white
6133,unidentified,29,1,Pewaukee,WI,53072,white
6134,unidentified,26,1,Anniston,AL,36201,Black or African American
6135,unidentified,5,1,Covington,PA,16917,white
6136,unidentified,4,1,Exton,PA,19341,Black or African American
6137,unidentified,26,1,Lexington,KY,40516,white
6138,male,27,0,Hemingway,SC,29554,white
6139,unidentified,3,1,Zumbrota,MN,55992,Hispanic
6140,unidentified,4,0,Saratoga,NC,27873,white
6141,male,8,1,Lowndesville,SC,29659,white
6142,unidentified,5,0,Channing,MI,49815,white
6143,unidentified,17,0,Limestone,MI,49816,white
6144,male,13,1,Hartsdale,NY,10530,white
6145,male,27,0,Buckland,MA,1338,white
6146,male,14,1,Port wentworth,GA,31407,Hispanic
6147,male,2,1,Frank,NC,28657,white
6148,unidentified,2,0,Saint charles,KY,42453,Hispanic
6149,male,6,1,Marietta,SC,29661,white
6150,unidentified,25,0,Mankato,MN,56001,Hispanic
6151,male,7,0,Worcester,MA,1609,Black or African American
6152,unidentified,20,1,Baker,FL,32531,American Indian or Alaska Native
6153,male,9,0,Hawthorne,NY,10532,white
6154,unidentified,6,0,North mankato,MN,56003,Hispanic
6155,male,25,0,Irvington,NY,10533,white
6156,unidentified,19,1,Toledo,OH,43606,Black or African American
6157,unidentified,21,1,Boykins,VA,23827,white
6158,unidentified,17,1,Thaxton,VA,24174,white
6159,unidentified,29,1,Capon springs,WV,26823,Black or African American
6160,unidentified,6,1,Jefferson,ME,4348,white
6161,unidentified,26,1,Belgium,WI,53004,white
6162,unidentified,23,0,Albert lea,MN,56007,Hispanic
6163,male,21,1,Jefferson valley,NY,10535,white
6164,unidentified,28,0,Climax,NC,27233,white
6165,unidentified,21,1,Baldwin,FL,32234,Black or African American
6166,unidentified,6,0,Guyton,GA,31312,white
6167,unidentified,24,0,Eldorado,WI,54932,white
6168,unidentified,8,1,Huntington mills,PA,18622,Black or African American
6169,unidentified,25,0,Marcus,IA,51035,Hispanic
6170,unidentified,17,1,Phenix city,AL,36867,white
6171,unidentified,23,1,Jay,FL,32565,white
6172,unidentified,26,0,Minster,OH,45865,Hispanic
6173,unidentified,4,1,Alden,MN,56009,Black or African American
6174,female,5,0,Canton,MS,39046,Hispanic
6175,unidentified,26,0,New marshfield,OH,45766,white
6176,unidentified,15,1,Beebe river,NH,3223,Hispanic
6177,unidentified,25,0,Packwaukee,WI,53953,white
6178,unidentified,11,0,Stilesville,IN,46180,white
6179,unidentified,21,0,Zcta 30040,GA,30040,white
6180,unidentified,27,1,Lexington,KY,40517,white
6181,unidentified,24,1,Versailles,IN,47042,Hispanic
6182,female,27,1,Colbert,GA,30628,white
6183,male,20,1,Katonah,NY,10536,white
6184,unidentified,6,1,Plain view,VA,23156,American Indian or Alaska Native
6185,unidentified,18,1,West springfield,PA,16443,white
6186,unidentified,13,0,Whitleyville,TN,38588,white
6187,unidentified,7,1,Greenbrier,TN,37073,white
6188,female,1,0,Nampa,ID,83687,Hispanic
6189,female,28,1,Holyoke,MA,1040,white
6190,unidentified,26,0,Lisbon,ME,4250,white
6191,male,22,0,Mauldin,SC,29662,white
6192,male,10,1,Lake peekskill,NY,10537,white
6193,male,23,0,Larchmont,NY,10538,white
6194,male,15,1,Rossville,GA,30741,white
6195,unidentified,11,1,Trotwood,OH,45416,white
6196,unidentified,10,0,Brooklyn,MS,39425,white
6197,male,20,1,Mahopac,NY,10541,white
6198,unidentified,14,0,Amboy,MN,56010,Black or African American
6199,unidentified,6,0,Lake city,TN,37769,white
6200,unidentified,14,1,Lincoln,NE,68521,white
6201,unidentified,23,0,Kings island,OH,45034,white
6202,unidentified,3,0,Lafayette,MS,38655,Black or African American
6203,unidentified,15,0,Lancing,TN,37770,white
6204,male,29,1,Worcester,MA,1610,white
6205,unidentified,18,1,Belle plaine,MN,56011,Black or African American
6206,unidentified,8,1,Cincinnati,IA,52549,Black or African American
6207,unidentified,15,1,New ross,IN,47968,Black or African American
6208,unidentified,9,1,Fairland,IN,46126,Hispanic
6209,unidentified,22,1,Centenary,SC,29519,Hispanic
6210,unidentified,1,0,Castana,IA,51010,white
6211,unidentified,28,1,Nashville,TN,37228,Black or African American
6212,unidentified,27,0,Westphalia,MI,48894,Black or African American
6213,male,3,1,Mamaroneck,NY,10543,white
6214,unidentified,25,0,Blue earth,MN,56013,white
6215,unidentified,7,0,Tyro,VA,22976,white
6216,unidentified,17,1,Newtown,IN,47969,Black or African American
6217,unidentified,17,0,Cottontown,TN,37048,white
6218,male,5,1,Millwood,NY,10546,white
6219,unidentified,29,1,Bloomington spri,TN,38545,white
6220,unidentified,1,0,Hatton,KY,40601,white
6221,male,1,1,Mohegan lake,NY,10547,Black or African American
6222,unidentified,19,0,Grand junction,IA,50107,Hispanic
6223,unidentified,7,0,Bricelyn,MN,56014,Black or African American
6224,male,26,1,Montrose,NY,10548,Black or African American
6225,unidentified,30,0,Carriere,MS,39426,white
6226,unidentified,22,0,Clarks grove,MN,56016,Black or African American
6227,unidentified,3,0,Inman,NE,68742,Asian
6228,unidentified,9,1,Fleming neon,KY,41840,white
6229,unidentified,2,1,Jarrettsville,MD,21084,white
6230,unidentified,2,1,Hardy,KY,41531,Hispanic
6231,male,10,1,Mount kisco,NY,10549,Black or African American
6232,unidentified,4,1,Stevensville,VA,23161,Asian
6233,male,14,1,Mount vernon,NY,10550,Black or African American
6234,female,8,0,Boise,ID,83702,white
6235,unidentified,29,1,Cheraw,SC,29520,Hispanic
6236,unidentified,29,0,Galion,OH,44833,white
6237,male,19,1,Mount vernon,NY,10552,Black or African American
6238,female,24,0,Boise,ID,83703,white
6239,unidentified,12,0,Cleveland,MN,56017,Black or African American
6240,unidentified,11,1,Barlow,KY,42024,white
6241,unidentified,10,0,San antonio,FL,33576,white
6242,unidentified,1,1,Madison,WI,53714,white
6243,unidentified,7,1,Mentmore,NM,87319,white
6244,unidentified,19,0,Labadieville,LA,70372,white
6245,unidentified,6,1,Calmar,IA,52132,Black or African American
6246,unidentified,18,0,Cantonment,FL,32533,Asian
6247,unidentified,24,0,Emmitsburg,MD,21727,unidentified
6248,unidentified,1,1,Muir,PA,17957,white
6249,female,11,0,Boise,ID,83704,white
6250,unidentified,14,0,Brandon,MS,39047,Hispanic
6251,unidentified,15,0,Portsmouth,OH,45663,white
6252,unidentified,11,1,Scotland neck,NC,27874,white
6253,female,14,1,Clayton,GA,30525,white
6254,unidentified,20,1,Comfrey,MN,56019,white
6255,male,28,1,Mount vernon,NY,10553,Black or African American
6256,unidentified,23,1,Cranberry isles,ME,4625,white
6257,female,28,1,Springfield,MA,1119,white
6258,unidentified,25,0,Grawn,MI,49637,Black or African American
6259,unidentified,16,1,Union,IA,50258,Asian
6260,unidentified,3,0,Williamston,MI,48895,Black or African American
6261,unidentified,10,1,Wysox,PA,18854,white
6262,unidentified,28,0,Blanchard,MI,49310,white
6263,unidentified,3,0,Dublin,CA,94568,white
6264,unidentified,28,1,Park hall,MD,20667,white
6265,unidentified,21,0,Interior,SD,57750,Black or African American
6266,unidentified,24,1,Cutler,ME,4626,white
6267,unidentified,14,1,Otterbein,IN,47970,white
6268,unidentified,15,0,Milford,MI,48381,Hispanic
6269,unidentified,9,1,Conger,MN,56020,white
6270,unidentified,26,0,Palmer,IA,50571,Hispanic
6271,male,6,0,North salem,NY,10560,Hispanic
6272,unidentified,12,1,Curwensville,PA,16833,white
6273,male,19,0,Winthrop,ME,4364,white
6274,unidentified,7,0,Patuxent river,MD,20670,white
6275,unidentified,7,0,Bowersville,OH,45307,Black or African American
6276,unidentified,11,1,Brownton,WV,26334,Black or African American
6277,unidentified,24,1,Lykens,PA,17048,Hispanic
6278,unidentified,23,1,Bethpage,TN,37022,white
6279,unidentified,9,1,Summitville,OH,43962,white
6280,female,7,1,Zcta 30094,GA,30094,white
6281,male,13,1,Ossining,NY,10562,Hispanic
6282,unidentified,2,0,Mahone,WV,26362,white
6283,unidentified,24,1,Latham,OH,45646,white
6284,unidentified,9,0,Oxford,IN,47971,white
6285,unidentified,1,1,Adelphi,OH,43101,white
6286,male,27,0,Mountain rest,SC,29664,white
6287,unidentified,4,0,Winn,MI,48896,Black or African American
6288,unidentified,5,1,Orfordville,WI,53576,Hispanic
6289,unidentified,1,0,Carson,MS,39427,white
6290,male,5,1,Cortlandt manor,NY,10566,Hispanic
6291,unidentified,20,1,Olaton,KY,42361,white
6292,unidentified,3,0,Lenoir city,TN,37771,white
6293,unidentified,14,1,Ellsworth,IA,50075,white
6294,male,25,0,Zcta 10567,NY,10567,Hispanic
6295,unidentified,20,0,New britain,CT,6053,Black or African American
6296,unidentified,7,1,Corbin,KY,40701,white
6297,unidentified,2,0,Millersburg,PA,17061,Hispanic
6298,unidentified,27,0,Beallsville,OH,43716,Pacific Islander
6299,female,6,0,Springfield,MA,1128,white
6300,unidentified,30,1,Harrietta,MI,49638,Black or African American
6301,male,15,1,Pleasantville,NY,10570,Hispanic
6302,unidentified,10,1,Suffolk,VA,23436,Hispanic
6303,unidentified,22,1,Symbol,KY,40729,white
6304,unidentified,21,1,Perrysville,IN,47974,Black or African American
6305,unidentified,19,1,Emlyn,KY,40730,white
6306,unidentified,7,0,Dysart,PA,16636,Hispanic
6307,male,8,1,Rye brook,NY,10573,Hispanic
6308,unidentified,14,0,Gray,KY,40734,white
6309,unidentified,14,1,Zcta 20124,VA,20124,Black or African American
6310,male,9,0,Garden city,GA,31408,Hispanic
6311,unidentified,21,0,Hosford,FL,32334,white
6312,male,4,1,Pound ridge,NY,10576,Black or African American
6313,unidentified,29,0,Tasley,VA,23441,Hispanic
6314,unidentified,1,1,Glenn dale,MD,20769,white
6315,unidentified,16,1,Mount pleasant,MS,38649,Black or African American
6316,unidentified,11,0,Cuyahoga falls,OH,44223,Hispanic
6317,unidentified,8,1,Port charlotte,FL,33952,American Indian or Alaska Native
6318,unidentified,2,0,Crescent,IA,51526,white
6319,male,5,0,Purchase,NY,10577,Black or African American
6320,male,11,1,Purdys,NY,10578,Black or African American
6321,male,28,0,Barton city,MI,48705,white
6322,male,4,0,Putnam valley,NY,10579,white
6323,female,29,0,Boise,ID,83705,white
6324,male,4,1,Collins,MS,39428,white
6325,male,21,1,Sulphur,KY,40070,white
6326,male,26,1,Zcta 37772,TN,37772,white
6327,male,24,1,Pardeeville,WI,53954,white
6328,male,19,1,Summerfield,FL,34491,white
6329,male,4,1,Cherry valley,MA,1611,white
6330,male,17,0,Huntington,MA,1050,white
6331,male,11,1,Rye,NY,10580,white
6332,male,3,0,Heathcote,NY,10583,Black or African American
6333,male,28,1,Guntown,MS,38849,white
6334,male,19,0,Napoleon,OH,43545,white
6335,male,3,0,Young america,IN,46998,white
6336,male,17,1,Keavy,KY,40737,white
6337,male,27,0,Garden city,AL,35070,Hispanic
6338,male,11,1,Metcalfe,MS,38760,Hispanic
6339,male,2,1,Loudon,TN,37774,white
6340,male,22,0,Courtland,MN,56021,Black or African American
6341,male,6,1,Zcta 20129,VA,20129,Black or African American
6342,male,19,0,Pine village,IN,47975,American Indian or Alaska Native
6343,male,21,0,Darfur,MN,56022,American Indian or Alaska Native
6344,male,13,1,Southeast,MI,48529,white
6345,male,7,0,Grand view,WI,54839,white
6346,male,15,0,Westville,FL,32464,Hispanic
6347,male,13,0,Delavan,MN,56023,Asian
6348,female,13,1,Tryon,NC,28782,Hispanic
6349,male,18,1,Dayton,OH,45427,white
6350,male,21,1,Louisville,TN,37777,white
6351,male,1,1,Shrub oak,NY,10588,American Indian or Alaska Native
6352,male,17,1,Akron,OH,44303,white
6353,male,14,1,Yoder,IN,46798,Hispanic
6354,male,16,0,Lily,KY,40740,white
6355,male,17,1,University cente,MI,48706,white
6356,male,3,0,Piney point,MD,20674,white
6357,male,3,1,Hersey,MI,49639,Black or African American
6358,male,26,0,Richmond,VA,23236,Black or African American
6359,male,29,0,Bancroft,MI,48414,Asian
6360,male,10,1,Deer isle,ME,4627,white
6361,male,6,0,Cedarville,OH,45314,Hispanic
6362,male,1,1,Somers,NY,10589,Asian
6363,male,27,1,Eagle lake,MN,56024,Pacific Islander
6364,male,5,0,South salem,NY,10590,Pacific Islander
6365,male,23,1,North tarrytown,NY,10591,Hispanic
6366,male,25,0,Limerick,PA,19468,Black or African American
6367,male,2,0,Trafalgar,IN,46181,white
6368,male,17,1,Pinopolis,SC,29469,white
6369,male,27,0,Newry,SC,29665,Black or African American
6370,male,30,0,North granby,CT,6060,Hispanic
6371,female,1,0,Pomfret,MD,20675,white
6372,unidentified,26,1,Ashland,VA,23005,white
6373,unidentified,10,1,Harbor beach,MI,48441,white
6374,unidentified,30,1,Easton,MN,56025,Hispanic
6375,unidentified,16,1,Dennysville,ME,4628,white
6376,unidentified,16,1,Oakwood,GA,30566,Asian
6377,male,26,1,Callahan,FL,32011,Black or African American
6378,unidentified,7,0,Centreville,AL,35042,white
6379,unidentified,9,1,Albuquerque,NM,87120,Black or African American
6380,unidentified,17,0,Deckerville,MI,48427,white
6381,unidentified,29,1,Crooksville,OH,43731,white
6382,unidentified,27,0,East blue hill,ME,4629,Black or African American
6383,unidentified,28,0,Amherst,CO,80721,white
6384,unidentified,15,1,Jackson,NE,68743,Pacific Islander
6385,unidentified,15,0,Ellendale,MN,56026,white
6386,unidentified,5,1,Elmore,MN,56027,white
6387,male,29,1,Ninety six,SC,29666,Black or African American
6388,unidentified,10,0,Cannon falls,MN,55009,white
6389,male,2,1,Thornwood,NY,10594,white
6390,unidentified,9,0,Homeworth,OH,44634,white
6391,unidentified,30,0,Delray beach,FL,33446,white
6392,unidentified,14,1,Cutler,IN,46920,white
6393,unidentified,20,0,Ely,IA,52227,Hispanic
6394,male,12,0,Fort oglethorpe,GA,30742,Black or African American
6395,female,6,0,Luttrell,TN,37779,white
6396,female,11,1,Saint bernard,OH,45217,Black or African American
6397,male,25,1,Birmingham,AL,35206,Hispanic
6398,female,28,1,Comer,GA,30629,white
6399,male,16,1,Coldwater,OH,45828,white
6400,male,10,1,Akron,OH,44304,white
6401,male,21,1,Canterbury,NH,3224,Hispanic
6402,male,19,0,Meservey,IA,50457,white
6403,male,30,1,Hogansville,GA,30230,white
6404,male,28,0,Pedro bay,AK,99647,Black or African American
6405,male,17,1,Austin,KY,42123,white
6406,male,28,0,Delray beach,FL,33484,white
6407,male,8,0,Colfax,NC,27235,white
6408,male,15,1,East machias,ME,4630,Black or African American
6409,male,22,0,Daleville,AL,36322,Hispanic
6410,male,7,1,Penngrove,CA,94951,white
6411,male,20,1,Center barnstead,NH,3225,Black or African American
6412,male,11,0,Hospers,IA,51238,Black or African American
6413,female,25,1,Keystone,SD,57751,Black or African American
6414,female,9,0,Newport news,VA,23606,white
6415,female,26,0,Fredericksburg,VA,22406,Black or African American
6416,female,5,1,,IA,56027,white
6417,male,24,0,Valhalla,NY,10595,white
6418,female,4,0,Vanleer,TN,37181,white
6419,female,26,0,Zcta 30096,GA,30096,white
6420,female,9,1,Jennings,MD,21536,unidentified
6421,female,11,1,Hull,IA,51239,Black or African American
6422,female,17,1,Lisbon falls,ME,4252,white
6423,female,29,1,Green lane,PA,18054,American Indian or Alaska Native
6424,female,2,1,Durham,CT,6422,white
6425,female,29,1,Shadow,VA,23163,Pacific Islander
6426,female,23,0,Chagrin falls,OH,44022,Black or African American
6427,Female,1,1,Powellton,WV,25161,Black or African American
6428,Male,6,0,Beallsville,MD,20839,Black or African American
6429,male,21,1,Waccabuc,NY,10597,white
6430,Male,5,0,Remington,IN,47977,Asian
6431,Male,20,0,Jacksonville,FL,32244,white
6432,Male,16,1,Yankeetown,FL,34498,white
6433,Male,14,0,Fairdale,ND,58229,American Indian or Alaska Native
6434,Male,15,1,Pratt,WV,25162,Black or African American
6435,Male,24,1,Columbus,IN,47201,Hispanic
6436,Male,15,0,Craigville,IN,46731,white
6437,Male,30,1,Homeland,FL,33847,Asian
6438,male,3,0,Yorktown heights,NY,10598,white
6439,male,18,0,White plains,NY,10601,white
6440,Male,14,1,Coden,AL,36523,Pacific Islander
6441,female,14,0,Boise,ID,83706,white
6442,male,22,0,White plains,NY,10603,white
6443,Male,27,0,Gloucester point,VA,23062,white
6444,male,25,1,Deltona,FL,32725,Black or African American
6445,Male,7,1,Saint cloud,FL,34773,white
6446,Male,27,1,Akron,OH,44305,white
6447,Male,17,1,Auburn,ME,4210,white
6448,Male,3,1,War,WV,24892,white
6449,Male,25,1,Sanford,VA,23426,Black or African American
6450,Male,19,0,Denton,NC,27239,white
6451,Male,15,1,Collegeville,IN,47978,Pacific Islander
6452,male,9,0,East white plain,NY,10604,white
6453,Male,27,1,Shinnston,WV,26431,white
6454,Male,14,0,Hurricane mills,TN,37078,Asian
6455,Male,30,0,Eastport,ME,4631,Black or African American
6456,Male,20,1,Richmond,VA,23237,Black or African American
6457,Male,14,0,Muskegon,MI,49440,Black or African American
6458,male,29,1,Ravenel,SC,29470,white
6459,Male,4,1,Mayetta,KS,66509,Hispanic
6460,Male,17,0,Drifting,PA,16834,white
6461,Male,14,1,Maybeury,WV,24861,white
6462,Male,24,0,De soto,IA,50069,white
6463,Male,15,0,Woodland,MI,48897,white
6464,Male,15,1,Russian mission,AK,99657,white
6465,Male,20,0,Hammond,LA,70401,Hispanic
6466,Male,7,0,College park,GA,30337,Hispanic
6467,female,20,0,Boise,ID,83709,white
6468,Male,11,1,Selinsgrove,PA,17870,white
6469,Male,15,1,Marion,IN,46953,Hispanic
6470,Male,16,1,Toledo,OH,43607,Black or African American
6471,Male,4,1,North bend,OH,45052,white
6472,Male,13,1,Franklin,ME,4634,Black or African American
6473,male,24,1,Morgan,GA,31766,white
6474,Male,17,0,Inwood,IA,51240,Hispanic
6475,male,9,1,White plains,NY,10605,white
6476,Male,24,0,East prospect,PA,17317,white
6477,Male,3,1,Adams,TN,37010,Black or African American
6478,Male,8,0,Reynolds,IN,47980,Hispanic
6479,Male,22,0,Germantown,OH,45327,Asian
6480,Male,21,1,Akron,OH,44306,white
6481,Male,7,0,Costa,WV,25051,Hispanic
6482,male,23,1,White plains,NY,10606,white
6483,Male,28,1,Mechanicstown,OH,44651,Black or African American
6484,Male,29,0,Oldtown,MD,21555,unidentified
6485,Male,22,1,Wartrace,TN,37183,white
6486,Male,28,0,Trumbauersville,PA,18970,white
6487,Male,8,0,Portland,ME,4101,Black or African American
6488,male,9,1,East fayettevill,NC,28301,white
6489,Male,5,0,Larchwood,IA,51241,Hispanic
6490,Male,18,0,Elgin,OH,45838,white
6491,Male,1,0,Maryville,TN,37801,white
6492,Male,1,1,Maryville,TN,37803,white
6493,Male,14,1,Romney,IN,47981,white
6494,Male,7,1,Roanoke,VA,24013,Hispanic
6495,Male,29,1,Vliets,KS,66544,white
6496,male,19,1,White plains,NY,10607,white
6497,Male,9,1,Shelby,OH,44875,Black or African American
6498,Male,24,0,Center harbor,NH,3226,Black or African American
6499,Male,1,1,Charlotte court,VA,23923,white
6500,Male,13,0,Elysian,MN,56028,white
6501,Male,5,1,Louisville,KY,40220,white
6502,male,19,0,Yonkers,NY,10701,white
6503,male,7,0,Yonkers,NY,10703,white
6504,Male,25,1,Emmons,MN,56029,white
6505,Male,13,0,Damascus,PA,18415,white
6506,male,8,1,Yonkers,NY,10704,white
6507,Male,30,1,Fairmont,MN,56031,white
6508,female,26,0,Weaverville,NC,28787,white
6509,Male,22,1,Pottersdale,PA,16871,white
6510,Male,9,0,Pope,MS,38658,Black or African American
6511,male,10,0,Yonkers,NY,10705,white
6512,male,19,1,Hastings on huds,NY,10706,white
6513,Male,27,0,Snover,MI,48472,Hispanic
6514,Male,19,0,Slemp,KY,41763,white
6515,Male,2,0,Bradner,OH,43406,Black or African American
6516,male,22,1,Tuckahoe,NY,10707,white
6517,Male,9,1,Bloomsburg,PA,17815,white
6518,Male,24,1,Fairfax,IA,52228,Hispanic
6519,Male,18,1,Laceyville,PA,18623,Black or African American
6520,Male,11,1,Erie,PA,16509,white
6521,Male,19,1,Fluker,LA,70436,American Indian or Alaska Native
6522,Male,22,0,Jacksonville,FL,32246,white
6523,Male,23,1,Greensboro,MD,21639,unidentified
6524,Male,30,0,Glen mills,PA,19342,American Indian or Alaska Native
6525,Male,7,1,East haddam,CT,6423,white
6526,Male,29,0,Goodhue,MN,55027,Black or African American
6527,Male,1,0,Clarksville,FL,32430,white
6528,Male,18,1,Frenchboro,ME,4635,Black or African American
6529,Male,24,0,Bay city,MI,48708,white
6530,Male,19,1,Sasser,KY,40741,white
6531,male,17,1,Jackson,GA,30233,white
6532,male,11,0,Bronxville,NY,10708,white
6533,Male,6,1,Eagle springs,NC,27242,white
6534,Male,15,0,Maryville,TN,37804,white
6535,Male,23,0,Gainesville,FL,32603,white
6536,female,20,1,Boise,ID,83712,white
6537,Male,23,0,Lansing,MI,48906,white
6538,Male,2,0,Efland,NC,27243,white
6539,Male,11,0,Au train,MI,49806,white
6540,Male,4,1,London,KY,40744,white
6541,Male,10,1,Richfield,WI,53076,white
6542,Male,10,1,Isle of palms,SC,29451,white
6543,Male,16,1,Castle rock,MN,55010,white
6544,Male,20,1,Hume,VA,22639,Black or African American
6545,Male,2,1,Elon college,NC,27244,white
6546,Male,21,0,Waldron,IN,46182,white
6547,Male,21,1,New britain,PA,18901,Black or African American
6548,female,16,0,Zcta 83713,ID,83713,white
6549,Male,28,1,Lebanon church,VA,22641,white
6550,male,27,0,Newton,NC,28658,white
6551,Male,12,0,South euclid,OH,44121,American Indian or Alaska Native
6552,female,21,1,Gilbert,WV,25621,Black or African American
6553,male,16,0,Byron,CA,94514,Hispanic
6554,male,22,1,Bladensburg,OH,43005,white
