UNITID,CIPCODE,CREDLEV
121150,2301,3
121150,2313,3
121150,2401,3
121150,2601,3
121150,2701,3
121150,2703,5
121150,3008,3
121150,3018,3
121150,3019,3
121150,3019,8
121150,3020,3
121150,3028,1
121150,3028,5
121150,3099,3
121150,3105,3
121150,3801,3
121150,3802,3
121150,3802,5
121150,3899,5
121150,3906,5
121150,4005,3
121150,4008,3
121150,4201,3
121150,4201,5
121150,4228,3
121150,4228,5
121150,4228,6
121150,4228,7
121150,4405,5
121150,4506,3
121150,4510,3
121150,4511,3
121150,5005,3
121150,5005,5
121150,5006,3
121150,5007,3
121150,5009,3
121150,5010,3
121150,5202,3
121150,5202,4
121150,5202,5
121150,5202,6
121150,5202,8
121150,5203,3
121150,5203,5
121150,5207,5
121150,5208,3
121150,5208,5
121150,5210,5
121150,5211,1
121150,5211,3
121150,5211,5
121150,5211,8
121150,5213,5
121150,5215,5
121150,5401,3
121257,301,3
121257,501,3
121257,502,3
121257,901,3
121257,1107,3
121257,1199,3
121257,1304,3
121257,1436,3
121257,1601,3
121257,1603,3
121257,1609,3
121257,1612,3
121257,2200,3
121257,2301,3
121257,2401,3
121257,2601,3
121257,2602,3
121257,2613,3
121257,2615,3
121257,2701,3
121257,3000,3
121257,3001,3
121257,3006,3
121257,3015,3
121257,3020,3
121257,3025,3
121257,3026,3
121257,3027,3
121257,3099,3
121257,3801,3
121257,3802,3
121257,3899,3
121257,4005,3
121257,4006,3
121257,4008,3
121257,4201,3
121257,4227,3
121257,4405,3
121257,4501,3
121257,4502,3
121257,4505,3
121257,4506,3
121257,4509,3
121257,4510,3
121257,4511,3
121257,4599,3
121257,5003,3
121257,5005,3
121257,5007,3
121257,5009,3
121257,5122,3
121257,5133,3
121257,5203,3
121257,5207,3
121257,5210,3
121257,5401,3
121275,907,2
121275,1002,1
121275,1003,1
121275,1003,2
121275,1108,1
121275,5004,2
121275,5004,3
121275,5007,3
121309,301,3
121309,901,3
121309,904,3
121309,1101,3
121309,1107,3
121309,1110,3
121309,1301,5
121309,1310,5
121309,1312,3
121309,1313,3
121309,1313,5
121309,1409,3
121309,1412,3
121309,1512,3
121309,1609,3
121309,1905,3
121309,1907,3
121309,2301,3
121309,2313,3
121309,2401,3
121309,2601,3
121309,2601,5
121309,2602,3
121309,2701,3
121309,3020,3
121309,3030,3
121309,3105,3
121309,3105,5
121309,3800,3
121309,3801,3
121309,3802,3
121309,3899,3
121309,3902,3
121309,3905,3
121309,3906,3
121309,3906,5
121309,3907,3
121309,4005,3
121309,4008,3
121309,4201,3
121309,4228,3
121309,4228,5
121309,4301,3
121309,4407,3
121309,4506,3
121309,4510,3
121309,4511,3
121309,5001,3
121309,5004,3
121309,5005,3
121309,5009,3
121309,5100,3
121309,5109,3
121309,5131,3
121309,5138,3
121309,5138,5
121309,5138,7
121309,5138,8
121309,5202,3
121309,5202,5
121309,5203,3
121309,5205,3
121309,5206,3
121309,5207,3
121309,5208,3
121309,5212,3
121309,5213,3
121309,5214,3
121309,5219,3
121309,5401,3
121345,301,3
121345,501,3
121345,502,3
121345,901,3
121345,1107,3
121345,1401,3
121345,1601,3
121345,1603,3
121345,1604,3
121345,1605,3
121345,1609,3
121345,1612,3
121345,2301,3
121345,2601,3
121345,2602,3
121345,2615,3
121345,2701,3
121345,3013,3
121345,3015,3
121345,3025,3
121345,3099,3
121345,3801,3
121345,3802,3
121345,4005,3
121345,4006,3
121345,4008,3
121345,4201,3
121345,4227,3
121345,4405,3
121345,4502,3
121345,4506,3
121345,4509,3
121345,4510,3
121345,4511,3
121345,5003,3
121345,5005,3
121345,5007,3
121345,5009,3
121345,5401,3
121363,100,2
121363,101,2
121363,901,1
121363,901,2
121363,1101,1
121363,1101,2
121363,1315,1
121363,1506,1
121363,1907,1
121363,1907,2
121363,2301,2
121363,2401,2
121363,2701,2
121363,3001,2
121363,3801,2
121363,4301,1
121363,4301,2
121363,4302,1
121363,4499,2
121363,4501,2
121363,4502,2
121363,4510,2
121363,4511,2
121363,4805,1
121363,5004,1
121363,5004,2
121363,5006,2
121363,5007,2
121363,5109,1
121363,5115,1
121363,5138,2
121363,5139,1
121363,5201,2
121363,5202,1
121363,5202,2
121363,5203,1
121363,5204,1
121363,5401,2
121433,1204,1
121619,501,2
121619,502,2
121619,901,1
121619,901,2
121619,904,1
121619,904,2
121619,907,1
121619,907,2
121619,909,1
121619,1002,1
121619,1003,1
121619,1003,2
121619,1101,1
121619,1101,2
121619,1102,1
121619,1107,1
121619,1107,2
121619,1108,1
121619,1108,2
121619,1109,1
121619,1110,1
121619,1205,1
121619,1310,1
121619,1315,1
121619,1315,2
121619,1401,1
121619,1401,2
121619,1500,1
121619,1500,2
121619,1504,1
121619,1504,2
121619,1505,1
121619,1505,2
121619,1506,1
121619,1506,2
121619,1511,1
121619,1513,1
121619,1513,2
121619,1601,1
121619,1601,2
121619,1609,1
121619,1609,2
121619,1616,1
121619,1901,2
121619,1905,2
121619,1907,1
121619,1907,2
121619,1909,1
121619,1909,2
121619,2200,1
121619,2203,1
121619,2203,2
121619,2301,1
121619,2301,2
121619,2401,1
121619,2401,2
121619,2503,1
121619,2503,2
121619,2601,2
121619,2701,1
121619,2701,2
121619,3001,2
121619,3099,2
121619,3105,1
121619,3105,2
121619,3801,2
121619,4005,2
121619,4006,2
121619,4008,2
121619,4201,2
121619,4301,1
121619,4301,2
121619,4302,1
121619,4302,2
121619,4400,1
121619,4400,2
121619,4501,2
121619,4502,2
121619,4506,2
121619,4507,1
121619,4507,2
121619,4510,1
121619,4510,2
121619,4511,2
121619,4603,1
121619,4604,1
121619,4701,1
121619,4703,1
121619,4703,2
121619,4706,1
121619,4706,2
121619,4805,1
121619,4805,2
121619,5001,2
121619,5003,1
121619,5003,2
121619,5004,1
121619,5004,2
121619,5005,1
121619,5005,2
121619,5006,1
121619,5006,2
121619,5007,1
121619,5007,2
121619,5009,1
121619,5009,2
121619,5102,2
121619,5108,1
121619,5108,2
121619,5108,3
121619,5111,2
121619,5138,2
121619,5202,1
121619,5202,2
121619,5203,1
121619,5203,2
121619,5204,1
121619,5204,2
121619,5207,1
121619,5207,2
121619,5211,1
121619,5211,2
121619,5215,1
121619,5218,1
121619,5218,2
121619,5299,1
121619,5401,1
121619,5401,2
121628,4405,5
121628,4405,6
121628,4506,5
121628,4506,6
121637,1204,1
121691,301,3
121691,302,3
121691,501,3
121691,502,3
121691,1101,3
121691,1104,5
121691,1109,1
121691,1301,5
121691,1301,8
121691,1303,5
121691,1303,8
121691,1304,5
121691,1304,6
121691,1304,8
121691,1310,1
121691,1310,5
121691,1311,3
121691,1311,5
121691,1311,8
121691,1312,1
121691,1312,5
121691,1313,3
121691,1313,5
121691,1605,3
121691,1609,3
121691,2301,3
121691,2313,3
121691,2401,3
121691,2601,3
121691,2602,3
121691,2701,3
121691,3099,3
121691,3801,3
121691,3802,3
121691,3906,5
121691,3906,6
121691,4005,3
121691,4008,3
121691,4201,3
121691,4405,3
121691,4506,3
121691,4507,5
121691,4507,8
121691,4509,3
121691,4510,3
121691,4511,3
121691,5004,3
121691,5005,3
121691,5007,3
121691,5009,3
121691,5009,5
121691,5009,8
121691,5010,3
121691,5102,3
121691,5102,5
121691,5107,1
121691,5115,5
121691,5201,3
121691,5201,5
121691,5202,1
121691,5202,3
121691,5202,5
121691,5202,8
121691,5203,1
121691,5203,3
121691,5206,3
121691,5208,1
121691,5210,1
121691,5211,3
121691,5211,8
121691,5214,1
121691,5214,5
121691,5401,3
121707,100,2
121707,103,1
121707,103,2
121707,305,1
121707,305,2
121707,901,2
121707,907,1
121707,907,2
121707,1003,1
121707,1003,2
121707,1109,1
121707,1109,2
121707,1205,1
121707,1205,2
121707,1505,1
121707,1505,2
121707,1506,1
121707,1506,2
121707,1513,1
121707,1513,2
121707,1517,1
121707,1907,1
121707,1907,2
121707,2301,2
121707,2401,2
121707,2701,2
121707,3001,2
121707,3105,2
121707,3801,2
121707,4008,2
121707,4199,2
121707,4201,2
121707,4301,1
121707,4301,2
121707,4302,2
121707,4502,2
121707,4510,2
121707,4511,2
121707,4602,1
121707,4602,2
121707,4603,1
121707,4604,1
121707,4604,2
121707,4706,1
121707,4706,2
121707,4805,1
121707,4805,2
121707,4807,1
121707,4807,2
121707,5007,2
121707,5106,1
121707,5106,2
121707,5108,1
121707,5108,2
121707,5109,1
121707,5109,2
121707,5115,1
121707,5138,1
121707,5138,2
121707,5139,1
121707,5139,2
121707,5201,1
121707,5201,2
121707,5202,2
121707,5203,1
121707,5204,1
121707,5204,2
121707,5209,1
121707,5209,2
121707,5401,2
121859,1204,1
121868,1204,1
121886,409,1
121886,409,2
121886,502,2
121886,901,2
121886,904,1
121886,904,2
121886,1003,2
121886,1101,1
121886,1101,2
121886,1109,1
121886,1109,2
121886,1310,1
121886,1399,1
121886,1401,2
121886,1505,1
121886,1505,2
121886,1513,1
121886,1513,2
121886,1609,2
121886,1907,1
121886,1907,2
121886,2301,2
121886,2401,1
121886,2401,2
121886,2601,2
121886,2701,2
121886,3001,2
121886,3105,1
121886,3105,2
121886,3801,2
121886,4005,2
121886,4008,2
121886,4201,2
121886,4301,1
121886,4301,2
121886,4302,1
121886,4302,2
121886,4400,1
121886,4501,2
121886,4502,2
121886,4505,2
121886,4506,2
121886,4507,1
121886,4510,2
121886,4511,2
121886,4701,1
121886,4701,2
121886,4703,1
121886,4703,2
121886,4706,1
121886,4706,2
121886,4706,3
121886,4805,1
121886,5001,2
121886,5003,2
121886,5004,1
121886,5004,2
121886,5005,2
121886,5006,2
121886,5007,2
121886,5009,2
121886,5110,1
121886,5115,1
121886,5115,2
121886,5138,2
121886,5139,1
121886,5139,2
121886,5202,1
121886,5202,2
121886,5203,1
121886,5203,2
121886,5207,1
121886,5207,2
121886,5211,1
121886,5211,2
121886,5218,1
121886,5218,2
121886,5401,2
121901,409,2
121901,501,2
121901,901,2
121901,904,2
121901,907,1
121901,907,2
121901,1002,1
121901,1002,2
121901,1003,1
121901,1003,2
121901,1101,1
121901,1102,1
121901,1102,2
121901,1104,1
121901,1105,1
121901,1106,1
121901,1106,2
121901,1107,2
121901,1108,1
121901,1109,1
121901,1110,1
121901,1199,1
121901,1204,1
121901,1204,2
121901,1205,1
121901,1205,2
121901,1310,1
121901,1310,2
121901,1315,1
121901,1315,2
121901,1500,1
121901,1500,2
121901,1505,1
121901,1505,2
121901,1513,1
121901,1513,2
121901,1601,1
121901,1601,2
121901,1609,2
121901,1616,1
121901,1616,2
121901,1907,1
121901,1907,2
121901,2203,1
121901,2203,2
121901,2301,2
121901,2401,1
121901,2401,2
121901,2701,2
121901,3001,2
121901,3105,1
121901,3105,2
121901,3801,2
121901,4008,2
121901,4201,2
121901,4301,1
121901,4301,2
121901,4302,1
121901,4302,2
121901,4304,1
121901,4400,1
121901,4400,2
121901,4501,2
121901,4502,2
121901,4506,2
121901,4507,2
121901,4510,2
121901,4511,2
121901,4604,1
121901,4604,2
121901,4701,2
121901,4706,1
121901,4706,2
121901,4803,1
121901,4803,2
121901,4805,1
121901,4805,2
121901,5001,2
121901,5004,1
121901,5005,2
121901,5007,2
121901,5009,1
121901,5009,2
121901,5108,1
121901,5108,2
121901,5109,1
121901,5109,2
121901,5138,1
121901,5138,2
121901,5139,1
121901,5139,2
121901,5201,1
121901,5201,2
121901,5202,1
121901,5202,2
121901,5203,1
121901,5203,2
121901,5204,1
121901,5204,2
121901,5207,1
121901,5207,2
121901,5208,1
121901,5208,2
121901,5211,1
121901,5215,1
121901,5215,2
121901,5216,1
121901,5217,2
121901,5218,1
121901,5218,2
121901,5299,1
121901,5401,2
121992,1204,1
121992,5135,1
122117,5112,5
122117,5133,5
122117,5133,7
122180,301,1
122180,502,2
122180,901,2
122180,904,1
122180,904,2
122180,907,1
122180,907,2
122180,909,2
122180,1002,1
122180,1002,2
122180,1003,1
122180,1003,2
122180,1101,1
122180,1101,2
122180,1102,1
122180,1102,2
122180,1106,1
122180,1107,1
122180,1107,2
122180,1108,1
122180,1108,2
122180,1109,1
122180,1109,2
122180,1110,1
122180,1110,2
122180,1204,1
122180,1204,2
122180,1310,1
122180,1312,1
122180,1312,2
122180,1315,2
122180,1401,2
122180,1410,1
122180,1410,2
122180,1505,1
122180,1505,2
122180,1508,1
122180,1508,2
122180,1511,1
122180,1511,2
122180,1513,1
122180,1513,2
122180,1609,2
122180,1905,2
122180,1907,1
122180,1907,2
122180,1909,1
122180,1909,2
122180,2301,2
122180,2401,1
122180,2401,2
122180,2503,1
122180,2503,2
122180,2601,2
122180,2701,2
122180,3001,2
122180,3105,1
122180,3105,2
122180,3801,2
122180,4005,2
122180,4006,2
122180,4103,1
122180,4103,2
122180,4201,2
122180,4301,1
122180,4301,2
122180,4400,1
122180,4400,2
122180,4501,2
122180,4502,2
122180,4506,2
122180,4507,2
122180,4509,2
122180,4510,2
122180,4511,2
122180,4701,1
122180,4701,2
122180,4706,1
122180,4706,2
122180,4901,1
122180,4901,2
122180,4902,1
122180,4902,2
122180,5001,2
122180,5004,1
122180,5005,2
122180,5006,1
122180,5006,2
122180,5007,2
122180,5009,2
122180,5100,1
122180,5100,2
122180,5106,1
122180,5106,2
122180,5108,2
122180,5138,2
122180,5139,1
122180,5139,2
122180,5201,1
122180,5201,2
122180,5202,1
122180,5202,2
122180,5203,1
122180,5203,2
122180,5204,1
122180,5204,2
122180,5207,1
122180,5207,2
122180,5215,1
122180,5215,2
122180,5218,1
122180,5218,2
122180,5401,2
122205,106,1
122205,106,2
122205,301,1
122205,301,2
122205,409,1
122205,409,2
122205,502,2
122205,901,2
122205,904,1
122205,904,2
122205,907,1
122205,907,2
122205,1002,1
122205,1003,1
122205,1003,2
122205,1102,1
122205,1102,2
122205,1106,1
122205,1106,2
122205,1107,2
122205,1108,1
122205,1108,2
122205,1109,1
122205,1109,2
122205,1110,1
122205,1110,2
122205,1204,1
122205,1204,2
122205,1205,1
122205,1205,2
122205,1305,1
122205,1310,1
122205,1310,2
122205,1315,1
122205,1315,2
122205,1401,2
122205,1505,1
122205,1506,1
122205,1506,2
122205,1513,1
122205,1513,2
122205,1601,2
122205,1603,2
122205,1605,2
122205,1609,2
122205,1611,2
122205,1616,1
122205,1616,2
122205,1901,1
122205,1901,2
122205,1905,1
122205,1905,2
122205,1907,1
122205,1907,2
122205,1909,1
122205,1909,2
122205,2301,2
122205,2401,1
122205,2401,2
122205,2601,2
122205,2701,2
122205,3001,2
122205,3101,2
122205,3105,1
122205,3105,2
122205,3201,2
122205,3801,2
122205,4001,2
122205,4002,2
122205,4005,2
122205,4006,2
122205,4008,2
122205,4201,2
122205,4301,1
122205,4301,2
122205,4400,1
122205,4400,2
122205,4501,2
122205,4502,2
122205,4506,2
122205,4507,2
122205,4510,2
122205,4511,2
122205,4604,1
122205,4604,2
122205,4701,1
122205,4701,2
122205,4706,1
122205,4706,2
122205,4903,1
122205,4903,2
122205,5001,2
122205,5003,2
122205,5004,1
122205,5004,2
122205,5005,1
122205,5005,2
122205,5006,1
122205,5006,2
122205,5007,2
122205,5009,2
122205,5100,1
122205,5100,2
122205,5107,1
122205,5107,2
122205,5108,1
122205,5108,2
122205,5109,1
122205,5109,2
122205,5110,1
122205,5110,2
122205,5111,2
122205,5115,1
122205,5115,2
122205,5138,1
122205,5138,2
122205,5139,1
122205,5201,1
122205,5201,2
122205,5202,1
122205,5202,2
122205,5203,1
122205,5203,2
122205,5204,1
122205,5204,2
122205,5207,1
122205,5207,2
122205,5211,1
122205,5211,2
122205,5215,1
122205,5215,2
122205,5216,1
122205,5216,2
122205,5218,1
122205,5218,2
122205,5219,1
122205,5219,2
122205,5401,2
122296,5109,5
122296,5112,6
122296,5121,6
122296,5121,7
122296,5123,5
122296,5123,6
122296,5123,7
122296,5138,3
122296,5138,4
122296,5138,5
122296,5138,6
122296,5138,7
122296,5138,8
122339,103,1
122339,103,2
122339,409,2
122339,502,2
122339,901,1
122339,901,2
122339,904,1
122339,904,2
122339,907,1
122339,907,2
122339,1002,1
122339,1002,2
122339,1003,1
122339,1003,2
122339,1101,1
122339,1101,2
122339,1102,1
122339,1106,1
122339,1108,2
122339,1109,1
122339,1110,1
122339,1110,2
122339,1204,1
122339,1204,2
122339,1205,2
122339,1315,2
122339,1401,1
122339,1401,2
122339,1410,1
122339,1410,2
122339,1504,1
122339,1504,2
122339,1505,1
122339,1505,2
122339,1506,1
122339,1506,2
122339,1513,1
122339,1599,1
122339,1599,2
122339,1609,1
122339,1609,2
122339,1905,1
122339,1905,2
122339,1907,1
122339,1907,2
122339,2203,1
122339,2203,2
122339,2301,2
122339,2313,1
122339,2401,1
122339,2401,2
122339,2601,1
122339,2601,2
122339,2605,2
122339,2609,2
122339,2701,2
122339,3001,2
122339,3105,1
122339,3105,2
122339,3801,2
122339,4002,2
122339,4005,2
122339,4006,2
122339,4008,1
122339,4008,2
122339,4201,1
122339,4201,2
122339,4301,1
122339,4301,2
122339,4302,2
122339,4400,1
122339,4400,2
122339,4499,1
122339,4501,2
122339,4502,2
122339,4503,2
122339,4506,1
122339,4506,2
122339,4507,2
122339,4510,2
122339,4511,2
122339,4603,1
122339,4603,2
122339,4605,1
122339,4605,2
122339,4701,1
122339,4701,2
122339,4706,1
122339,4805,1
122339,4805,2
122339,4902,1
122339,4902,2
122339,5001,2
122339,5003,1
122339,5003,2
122339,5004,1
122339,5004,2
122339,5005,1
122339,5005,2
122339,5006,1
122339,5006,2
122339,5007,2
122339,5099,1
122339,5106,2
122339,5108,2
122339,5110,1
122339,5115,1
122339,5115,2
122339,5122,1
122339,5138,1
122339,5138,2
122339,5139,1
122339,5201,2
122339,5202,1
122339,5202,2
122339,5203,1
122339,5203,2
122339,5204,1
122339,5204,2
122339,5207,1
122339,5207,2
122339,5209,1
122339,5210,1
122339,5210,2
122339,5215,1
122339,5215,2
122339,5216,1
122339,5218,1
122339,5401,2
122375,103,1
122375,103,2
122375,183,2
122375,301,2
122375,406,1
122375,406,2
122375,409,1
122375,409,2
122375,502,1
122375,502,2
122375,901,1
122375,901,2
122375,904,1
122375,904,2
122375,1002,2
122375,1003,1
122375,1003,2
122375,1101,1
122375,1101,2
122375,1102,1
122375,1108,1
122375,1108,2
122375,1110,2
122375,1204,2
122375,1205,1
122375,1205,2
122375,1315,1
122375,1401,1
122375,1401,2
122375,1504,1
122375,1504,2
122375,1505,1
122375,1599,2
122375,1603,2
122375,1604,2
122375,1605,2
122375,1609,2
122375,1614,2
122375,1616,1
122375,1616,2
122375,1905,1
122375,1905,2
122375,1907,1
122375,1907,2
122375,1909,1
122375,1909,2
122375,2203,2
122375,2301,1
122375,2301,2
122375,2313,1
122375,2401,1
122375,2401,2
122375,2601,1
122375,2601,2
122375,2701,2
122375,3001,1
122375,3001,2
122375,3019,1
122375,3105,1
122375,3105,2
122375,3801,2
122375,4001,1
122375,4001,2
122375,4005,1
122375,4005,2
122375,4006,2
122375,4008,1
122375,4008,2
122375,4103,1
122375,4103,2
122375,4201,1
122375,4201,2
122375,4301,2
122375,4302,1
122375,4302,2
122375,4400,2
122375,4499,1
122375,4501,1
122375,4501,2
122375,4502,2
122375,4503,2
122375,4506,2
122375,4507,1
122375,4507,2
122375,4510,1
122375,4510,2
122375,4511,2
122375,4603,1
122375,4603,2
122375,4604,1
122375,4604,2
122375,4701,1
122375,4701,2
122375,4703,2
122375,4706,1
122375,4706,2
122375,4805,1
122375,4805,2
122375,4901,2
122375,5001,1
122375,5001,2
122375,5003,2
122375,5004,1
122375,5004,2
122375,5005,2
122375,5007,1
122375,5007,2
122375,5009,1
122375,5009,2
122375,5099,1
122375,5106,1
122375,5106,2
122375,5107,2
122375,5107,3
122375,5108,1
122375,5108,2
122375,5109,1
122375,5109,2
122375,5110,1
122375,5110,2
122375,5115,1
122375,5199,1
122375,5201,2
122375,5202,1
122375,5202,2
122375,5203,1
122375,5203,2
122375,5204,1
122375,5204,2
122375,5207,1
122375,5207,2
122375,5209,1
122375,5209,2
122375,5215,1
122375,5215,2
122375,5218,1
122375,5218,2
122375,5219,1
122375,5219,2
122375,5401,1
122375,5401,2
122384,901,2
122384,1002,1
122384,1101,1
122384,1101,2
122384,1106,1
122384,1108,1
122384,1108,2
122384,1110,2
122384,1204,2
122384,1310,1
122384,1401,2
122384,1410,2
122384,1504,1
122384,1504,2
122384,1506,2
122384,1601,2
122384,1603,2
122384,1609,2
122384,1614,1
122384,1616,1
122384,1616,2
122384,1907,1
122384,1907,2
122384,2203,1
122384,2203,2
122384,2301,2
122384,2401,1
122384,2401,2
122384,2601,1
122384,2601,2
122384,2701,2
122384,3001,1
122384,3001,2
122384,3099,2
122384,3105,1
122384,3105,2
122384,3801,2
122384,4005,1
122384,4005,2
122384,4006,2
122384,4008,1
122384,4008,2
122384,4201,1
122384,4201,2
122384,4301,1
122384,4301,2
122384,4302,1
122384,4302,2
122384,4304,1
122384,4304,2
122384,4400,1
122384,4400,2
122384,4499,1
122384,4499,2
122384,4501,1
122384,4501,2
122384,4502,2
122384,4506,2
122384,4507,2
122384,4510,1
122384,4510,2
122384,4511,2
122384,4703,1
122384,4703,2
122384,4706,1
122384,4706,2
122384,4901,1
122384,4901,2
122384,5001,2
122384,5004,2
122384,5007,2
122384,5009,2
122384,5108,1
122384,5108,2
122384,5109,1
122384,5110,1
122384,5110,2
122384,5201,2
122384,5202,1
122384,5202,2
122384,5203,1
122384,5203,2
122384,5204,1
122384,5204,2
122384,5207,1
122384,5208,1
122384,5208,2
122384,5209,1
122384,5215,2
122384,5219,1
122384,5219,2
122384,5401,1
122384,5401,2
122409,301,3
122409,301,8
122409,403,5
122409,501,3
122409,501,5
122409,502,3
122409,502,5
122409,502,8
122409,901,3
122409,901,5
122409,904,3
122409,907,3
122409,907,5
122409,909,3
122409,909,8
122409,1101,3
122409,1101,5
122409,1104,3
122409,1107,3
122409,1107,5
122409,1301,5
122409,1301,6
122409,1302,5
122409,1302,8
122409,1303,6
122409,1304,5
122409,1304,6
122409,1304,8
122409,1305,5
122409,1305,8
122409,1310,5
122409,1310,8
122409,1311,5
122409,1312,3
122409,1312,5
122409,1312,8
122409,1313,3
122409,1313,5
122409,1313,6
122409,1314,8
122409,1399,5
122409,1402,3
122409,1402,5
122409,1405,3
122409,1405,5
122409,1405,6
122409,1408,3
122409,1408,5
122409,1408,6
122409,1409,3
122409,1409,6
122409,1409,8
122409,1410,3
122409,1410,5
122409,1413,6
122409,1414,3
122409,1414,5
122409,1419,3
122409,1419,5
122409,1436,5
122409,1499,6
122409,1507,5
122409,1510,3
122409,1601,3
122409,1601,5
122409,1601,8
122409,1603,3
122409,1604,3
122409,1605,3
122409,1609,3
122409,1609,5
122409,1612,3
122409,1906,8
122409,1907,8
122409,2301,3
122409,2301,5
122409,2313,3
122409,2313,5
122409,2313,8
122409,2401,3
122409,2401,5
122409,2401,8
122409,2601,3
122409,2601,5
122409,2601,6
122409,2602,5
122409,2605,3
122409,2605,5
122409,2607,5
122409,2609,5
122409,2611,5
122409,2613,5
122409,2613,6
122409,2701,3
122409,2701,5
122409,2703,3
122409,2703,5
122409,2705,3
122409,2705,5
122409,3008,5
122409,3008,6
122409,3011,3
122409,3011,5
122409,3019,3
122409,3019,5
122409,3020,3
122409,3099,3
122409,3099,5
122409,3101,3
122409,3105,3
122409,3105,5
122409,3801,3
122409,3801,5
122409,3802,3
122409,4001,3
122409,4002,3
122409,4002,5
122409,4005,3
122409,4005,5
122409,4005,6
122409,4006,3
122409,4006,5
122409,4006,6
122409,4008,3
122409,4008,5
122409,4201,3
122409,4201,5
122409,4228,5
122409,4228,6
122409,4228,8
122409,4301,3
122409,4404,3
122409,4404,5
122409,4407,3
122409,4407,5
122409,4407,8
122409,4499,5
122409,4501,3
122409,4502,3
122409,4502,5
122409,4504,5
122409,4506,3
122409,4506,5
122409,4507,3
122409,4507,5
122409,4507,6
122409,4509,3
122409,4509,5
122409,4510,3
122409,4510,5
122409,4511,3
122409,4511,5
122409,4512,3
122409,4604,8
122409,5003,3
122409,5004,3
122409,5005,3
122409,5005,5
122409,5006,5
122409,5007,3
122409,5007,5
122409,5009,3
122409,5009,5
122409,5009,8
122409,5010,8
122409,5100,3
122409,5102,3
122409,5102,5
122409,5102,6
122409,5102,8
122409,5109,3
122409,5109,8
122409,5115,8
122409,5120,8
122409,5122,3
122409,5122,5
122409,5122,6
122409,5122,8
122409,5123,5
122409,5123,6
122409,5123,7
122409,5123,8
122409,5131,3
122409,5131,5
122409,5138,3
122409,5138,5
122409,5202,3
122409,5202,5
122409,5203,3
122409,5203,5
122409,5203,8
122409,5208,3
122409,5208,5
122409,5208,8
122409,5209,3
122409,5209,5
122409,5210,8
122409,5211,3
122409,5211,5
122409,5214,3
122409,5214,5
122409,5215,3
122409,5299,5
122409,5401,3
122409,5401,5
122436,301,3
122436,301,5
122436,408,3
122436,501,3
122436,502,3
122436,901,3
122436,1107,3
122436,1110,5
122436,1301,5
122436,1303,5
122436,1304,3
122436,1304,5
122436,1304,6
122436,1310,3
122436,1310,5
122436,1311,5
122436,1312,3
122436,1312,5
122436,1313,3
122436,1313,5
122436,1314,5
122436,1314,8
122436,1399,5
122436,1399,8
122436,1401,3
122436,1410,3
122436,1419,3
122436,1435,3
122436,1609,3
122436,2201,7
122436,2202,5
122436,2202,7
122436,2202,8
122436,2203,4
122436,2203,8
122436,2299,5
122436,2301,3
122436,2401,3
122436,2601,3
122436,2602,3
122436,2613,3
122436,2613,5
122436,2615,3
122436,2701,3
122436,2703,5
122436,3005,5
122436,3801,3
122436,3802,3
122436,4005,3
122436,4008,3
122436,4201,3
122436,4228,3
122436,4228,5
122436,4301,5
122436,4304,5
122436,4400,5
122436,4502,3
122436,4506,3
122436,4509,3
122436,4509,5
122436,4510,3
122436,4511,3
122436,5005,3
122436,5005,5
122436,5007,3
122436,5009,3
122436,5115,5
122436,5127,5
122436,5127,8
122436,5138,5
122436,5138,6
122436,5138,7
122436,5202,3
122436,5202,5
122436,5203,3
122436,5203,5
122436,5206,3
122436,5208,3
122436,5208,5
122436,5211,3
122436,5211,5
122436,5214,3
122436,5215,3
122436,5215,5
122436,5216,5
122436,5401,3
122436,5401,5
122454,3014,5
122454,4512,3
122454,4512,5
122454,5001,3
122454,5001,5
122454,5004,3
122454,5004,5
122454,5006,3
122454,5006,5
122454,5007,3
122454,5007,4
122454,5007,5
122454,5007,8
122454,5099,3
122454,5099,5
122506,5009,1
122506,5009,3
122506,5009,5
122506,5009,8
122597,301,3
122597,301,5
122597,501,3
122597,502,1
122597,502,3
122597,502,5
122597,502,8
122597,901,3
122597,901,5
122597,904,3
122597,907,1
122597,907,3
122597,907,5
122597,1002,1
122597,1101,3
122597,1107,3
122597,1107,5
122597,1301,5
122597,1301,6
122597,1303,8
122597,1304,5
122597,1304,6
122597,1305,5
122597,1310,3
122597,1310,4
122597,1310,5
122597,1310,8
122597,1311,5
122597,1312,3
122597,1312,4
122597,1312,5
122597,1312,8
122597,1313,3
122597,1313,4
122597,1313,5
122597,1313,8
122597,1314,5
122597,1399,5
122597,1401,5
122597,1408,3
122597,1409,3
122597,1410,3
122597,1419,3
122597,1506,3
122597,1601,1
122597,1601,3
122597,1601,5
122597,1603,3
122597,1603,5
122597,1605,3
122597,1605,5
122597,1609,1
122597,1609,3
122597,1609,5
122597,1612,3
122597,1612,5
122597,1901,3
122597,1901,5
122597,1905,4
122597,1909,3
122597,2203,1
122597,2203,4
122597,2301,3
122597,2301,5
122597,2313,3
122597,2313,5
122597,2401,3
122597,2401,5
122597,2601,3
122597,2601,5
122597,2602,3
122597,2603,3
122597,2604,3
122597,2604,5
122597,2605,3
122597,2605,5
122597,2607,3
122597,2609,3
122597,2609,5
122597,2613,3
122597,2613,5
122597,2701,3
122597,2701,5
122597,2703,3
