createAt,PersonID,commentID
2007-03-09 15:43:52,12539,11350
2007-03-09 16:16:38,14459,6130
2007-03-09 19:27:40,8234,2456
2007-03-10 01:50:33,45935,12018
2007-03-10 04:49:29,40985,1752
2007-03-10 06:05:36,2268,7035
2007-03-10 08:07:28,16968,10845
2007-03-10 10:02:05,21591,6907
2007-03-10 13:08:27,11569,9275
2007-03-10 19:29:17,20601,2811
2007-03-10 22:03:44,31288,11932
2007-03-11 06:31:45,39433,1249
2007-03-11 09:15:18,22023,1736
2007-03-11 11:49:16,53544,2661
2007-03-11 12:31:44,5821,1300
2007-03-11 20:27:53,31677,4513
2007-03-12 05:27:44,29860,4892
2007-03-12 21:01:54,33933,7654
2007-03-12 21:28:35,52199,7283
2007-03-12 22:33:54,33025,7626
2007-03-12 23:37:05,56607,9973
2007-03-13 00:47:09,1763,351
2007-03-13 03:23:37,41618,583
2007-03-13 08:44:19,9262,7344
2007-03-13 15:09:53,55503,8259
2007-03-13 20:47:08,19777,5363
2007-03-14 14:50:14,48606,5896
2007-03-14 18:32:41,22023,4427
2007-03-14 20:13:11,54169,8401
2007-03-15 03:47:43,8782,12529
2007-03-15 04:48:59,8402,6704
2007-03-15 05:27:35,41554,11871
2007-03-15 09:53:39,52278,1729
2007-03-15 17:33:35,47336,9634
2007-03-16 03:11:00,50740,11309
2007-03-16 09:57:27,49549,2594
2007-03-16 18:04:53,43403,6890
2007-03-16 21:35:27,17607,1818
2007-03-16 22:48:45,44123,10787
2007-03-17 01:34:56,50168,6442
2007-03-17 05:07:00,14157,9053
2007-03-17 05:11:45,14893,10805
2007-03-17 13:08:28,43386,10589
2007-03-17 14:08:16,13838,12606
2007-03-18 04:33:49,23783,6557
2007-03-18 11:38:28,36659,11426
2007-03-18 14:30:20,46172,6
2007-03-18 15:26:46,32768,5876
2007-03-18 15:38:07,52004,363
2007-03-18 17:05:58,35323,9444
2007-03-18 21:01:51,34565,10119
2007-03-19 06:53:40,21928,9080
2007-03-19 09:27:40,49644,5976
2007-03-19 11:11:41,40513,7603
2007-03-19 17:17:01,42179,8097
2007-03-20 06:47:20,49560,10395
2007-03-20 10:25:23,39190,1744
2007-03-20 11:10:54,26099,9896
2007-03-20 12:26:57,11251,2352
2007-03-20 18:47:25,24759,9485
2007-03-21 02:38:08,9779,571
2007-03-21 13:12:15,52799,9151
2007-03-21 15:59:22,42474,9754
2007-03-21 16:24:20,51084,963
2007-03-21 17:26:46,54431,5524
2007-03-21 21:31:00,27880,1543
2007-03-21 23:28:16,14718,5029
2007-03-22 11:24:29,37167,8427
2007-03-22 16:25:59,41189,3638
2007-03-22 22:00:52,36854,7400
2007-03-23 03:35:24,31924,3702
2007-03-23 08:42:15,38844,751
2007-03-23 12:36:51,16641,8236
2007-03-23 17:36:31,20576,11679
2007-03-23 18:37:04,45627,4273
2007-03-24 01:17:34,58157,516
2007-03-24 02:36:56,43177,6735
2007-03-24 10:43:18,2505,11782
2007-03-24 13:26:27,51053,1369
2007-03-24 21:50:32,25316,10937
2007-03-25 02:44:54,41072,9521
2007-03-25 04:02:01,42064,10003
2007-03-25 09:12:57,34774,12466
2007-03-25 16:56:57,25731,829
2007-03-25 18:48:48,57752,10163
2007-03-26 04:20:33,6322,2429
2007-03-26 09:02:56,9423,11074
2007-03-26 12:19:39,33422,12254
2007-03-26 15:31:54,20366,5762
2007-03-26 20:36:19,20032,2012
2007-03-26 22:51:38,36070,9402
2007-03-27 07:25:50,26351,12662
2007-03-27 17:19:59,35744,11823
2007-03-27 17:24:37,53805,8493
2007-03-27 19:24:09,54402,11750
2007-03-28 01:46:23,12283,679
2007-03-28 15:56:37,1361,7575
2007-03-28 18:39:00,35207,9386
2007-03-28 22:55:37,42093,8234
2007-03-29 04:39:34,48752,4060
2007-03-29 05:14:39,24269,4553
2007-03-29 07:32:17,35820,6
2007-03-29 08:46:18,6209,996
2007-03-29 19:43:23,39740,6754
2007-03-30 14:40:26,48750,9869
2007-03-30 19:51:29,45945,1060
2007-03-30 22:58:43,9830,6069
2007-03-31 03:32:20,15370,997
2007-03-31 08:48:36,54904,680
2007-03-31 17:41:24,6734,2531
2007-03-31 23:55:05,20192,11955
2007-04-01 00:06:41,31585,11965
2007-04-01 06:52:20,12864,12430
2007-04-01 07:53:27,19244,11159
2007-04-01 14:05:05,2377,12089
2007-04-01 19:32:01,22942,10273
2007-04-02 01:59:57,1053,2170
2007-04-02 10:29:12,43895,12090
2007-04-02 15:31:34,42405,8198
2007-04-02 19:26:06,4843,2388
2007-04-02 23:04:39,38908,1322
2007-04-03 08:12:19,9310,5100
2007-04-03 15:36:35,22412,10963
2007-04-03 15:46:06,29473,2255
2007-04-04 03:37:39,31382,10967
2007-04-04 07:24:01,10255,1055
2007-04-04 08:37:37,27453,4679
2007-04-04 08:40:52,45525,1623
2007-04-04 09:27:42,56277,8659
2007-04-04 14:58:08,10934,1140
2007-04-04 15:22:00,14550,2597
2007-04-04 23:17:43,18066,1432
2007-04-05 12:02:10,56788,10888
2007-04-05 13:41:23,37508,11797
2007-04-05 22:24:29,47366,11354
2007-04-06 09:12:36,45496,2482
2007-04-06 15:28:14,1953,7884
2007-04-06 16:26:11,31512,6675
2007-04-06 20:26:25,42152,2826
2007-04-07 03:15:09,8751,4645
2007-04-07 07:50:13,57465,9670
2007-04-07 09:42:32,24240,6131
2007-04-07 09:43:40,49561,1008
2007-04-07 17:45:39,40674,666
2007-04-08 00:09:48,41687,11275
2007-04-08 02:08:28,46037,8670
2007-04-08 05:35:52,41545,12425
2007-04-09 00:52:38,19540,12525
2007-04-09 08:40:51,53312,2906
2007-04-09 14:28:34,48816,11194
2007-04-09 21:31:45,55425,6965
2007-04-10 01:23:56,58549,3835
2007-04-10 03:28:30,40022,12112
2007-04-10 13:32:19,27979,5864
2007-04-10 16:26:27,21735,8956
2007-04-10 21:44:32,5917,4989
2007-04-11 06:16:41,33509,4153
2007-04-11 10:19:43,47810,5701
2007-04-11 13:32:43,20190,7481
2007-04-11 13:48:50,10784,2290
2007-04-11 15:33:23,7972,3971
2007-04-11 22:35:15,47028,11379
2007-04-12 04:28:43,44809,250
2007-04-12 09:51:14,28164,8895
2007-04-12 12:38:04,2014,2537
2007-04-12 14:10:55,44024,5709
2007-04-12 15:48:48,8414,6692
2007-04-12 20:27:32,58650,7570
2007-04-12 21:10:21,27657,5332
2007-04-12 22:21:38,32814,9591
2007-04-13 03:28:36,28594,12447
2007-04-13 04:40:22,2238,4319
2007-04-13 06:49:39,22067,439
2007-04-13 13:52:59,19434,8569
2007-04-13 14:53:19,13183,4166
2007-04-13 18:42:04,30759,5726
2007-04-14 02:16:25,58188,10786
2007-04-14 02:37:47,8912,5840
2007-04-14 08:43:38,55830,1117
2007-04-14 11:03:47,20852,9680
2007-04-14 17:29:12,30545,8400
2007-04-14 18:02:51,21664,9548
2007-04-14 21:55:02,43639,4599
2007-04-15 05:35:02,19088,11474
2007-04-15 07:12:00,5155,2222
2007-04-15 09:10:35,36488,4365
2007-04-15 10:02:11,21455,12836
2007-04-15 10:26:31,50232,11680
2007-04-15 13:39:47,14782,1242
2007-04-15 16:59:53,58462,5346
2007-04-15 17:49:54,4968,9679
2007-04-15 20:40:30,13872,6116
2007-04-16 02:25:33,35444,11883
2007-04-16 04:49:02,57286,3293
2007-04-16 06:48:05,53765,9117
2007-04-16 08:09:14,33904,3460
2007-04-16 14:04:00,34823,477
2007-04-17 01:04:48,29681,7049
2007-04-17 02:30:12,43782,8635
2007-04-17 02:31:10,12408,7041
2007-04-17 13:03:01,38126,2029
2007-04-17 22:28:48,22869,3279
2007-04-17 23:13:30,5693,10701
2007-04-18 03:23:44,33564,12769
2007-04-18 12:23:49,49611,8167
2007-04-18 16:05:58,30095,3417
2007-04-18 19:13:15,24666,12113
2007-04-18 20:20:56,38677,529
2007-04-18 23:51:20,52269,6612
2007-04-19 00:46:57,15611,8513
2007-04-19 10:29:43,42897,11251
2007-04-19 17:09:22,4965,1831
2007-04-20 05:54:10,41732,7516
2007-04-20 13:08:49,34210,4626
2007-04-20 14:03:56,41341,12211
2007-04-20 15:11:44,21061,856
2007-04-20 18:45:24,55443,8186
2007-04-20 19:45:57,15030,12433
2007-04-21 09:59:32,28997,5378
2007-04-21 15:16:47,36266,12636
2007-04-22 10:25:07,19932,10983
2007-04-22 12:44:11,10087,11645
2007-04-22 17:56:48,27506,3484
2007-04-22 18:45:01,59678,12732
2007-04-22 22:36:44,11203,3786
2007-04-23 05:35:14,38734,3613
2007-04-23 18:24:30,32518,9915
2007-04-23 19:01:14,59072,7542
2007-04-23 19:36:19,25317,825
2007-04-23 22:07:19,41079,4443
2007-04-23 22:22:23,39092,5977
2007-04-24 02:52:41,6938,6009
2007-04-24 11:03:51,3330,8191
2007-04-24 11:07:12,55700,5044
2007-04-24 13:57:49,9579,6128
2007-04-24 15:48:29,44806,1932
2007-04-24 17:19:18,10057,926
2007-04-24 20:56:17,7614,10152
2007-04-25 02:14:20,12435,12072
2007-04-25 02:49:11,46876,5004
2007-04-25 09:16:47,18416,891
2007-04-25 10:17:22,42601,11847
2007-04-25 14:13:12,40317,8905
2007-04-26 03:44:37,8698,936
2007-04-26 04:47:33,12153,6285
2007-04-26 07:54:01,26725,12756
2007-04-26 12:50:15,24222,2557
2007-04-26 13:17:13,31166,4173
2007-04-26 17:19:19,48861,10629
2007-04-26 18:45:22,23999,11480
2007-04-26 20:21:03,17668,7227
2007-04-27 03:02:04,39856,8783
2007-04-27 03:14:47,55515,12000
2007-04-27 14:18:39,50813,9084
2007-04-27 16:41:14,15212,5191
2007-04-27 17:33:29,57042,8144
2007-04-27 17:47:09,30063,4801
2007-04-27 21:43:43,30254,4975
2007-04-28 04:23:38,34124,10445
2007-04-28 05:46:39,6540,11053
2007-04-28 08:33:21,36850,7881
2007-04-29 05:31:25,36076,10214
2007-04-29 06:05:45,15681,1178
2007-04-29 07:52:27,26188,830
2007-04-30 05:17:31,12036,5175
2007-04-30 13:04:02,2623,7260
2007-05-01 00:54:00,12040,11614
2007-05-01 06:15:47,28084,12184
2007-05-01 06:51:21,41700,979
2007-05-01 07:00:53,6509,4034
2007-05-01 12:54:47,57791,3817
2007-05-01 20:45:08,24940,4797
2007-05-02 04:58:19,2600,4444
2007-05-02 05:23:43,7735,6781
2007-05-02 08:16:13,15432,7702
2007-05-02 08:43:18,13077,663
2007-05-02 11:12:50,58781,4797
2007-05-02 11:37:11,11839,149
2007-05-02 15:44:20,13073,9279
2007-05-02 16:03:39,23306,780
2007-05-02 21:26:34,35027,10296
2007-05-02 22:36:17,20382,9463
2007-05-03 01:37:45,10175,4163
2007-05-03 03:30:33,28846,7406
2007-05-03 06:06:05,18045,8933
2007-05-03 09:04:55,20331,12704
2007-05-03 13:59:38,7002,12549
2007-05-03 16:35:38,11075,6980
2007-05-03 21:05:38,48350,12456
2007-05-03 22:33:08,10603,1657
2007-05-03 22:57:02,23649,4177
2007-05-04 01:39:02,25460,11542
2007-05-04 04:28:26,5370,2861
2007-05-04 04:57:30,19506,9645
2007-05-04 07:39:08,25529,8272
2007-05-04 08:36:11,45092,1557
2007-05-04 14:09:28,15878,694
2007-05-04 14:48:21,14515,6290
2007-05-04 21:23:50,58286,11645
2007-05-05 01:54:21,52571,6878
2007-05-05 08:39:46,21401,12648
2007-05-05 13:27:11,14060,3991
2007-05-05 14:02:19,37647,5561
2007-05-05 22:08:31,49575,163
2007-05-05 23:44:22,34025,4611
2007-05-06 02:09:38,25517,11464
2007-05-06 04:28:14,13082,6629
2007-05-06 05:19:27,5511,6307
2007-05-06 07:51:26,34385,3963
2007-05-06 15:51:33,9063,4185
2007-05-06 20:21:15,30281,5640
2007-05-06 22:58:57,36065,9522
2007-05-07 02:19:25,28147,992
2007-05-07 03:24:46,27856,4107
2007-05-07 03:32:03,43103,7451
2007-05-07 03:59:20,54152,2650
2007-05-07 08:50:10,58388,8222
2007-05-07 21:09:54,39536,8533
2007-05-07 23:26:55,11110,11967
2007-05-08 08:03:14,33008,11084
2007-05-08 08:13:21,1688,4278
2007-05-08 20:18:49,31844,8473
2007-05-08 23:40:21,14934,9224
2007-05-09 00:31:14,20485,10643
2007-05-09 05:29:19,27825,8858
2007-05-09 17:53:42,23279,7810
2007-05-09 22:34:54,7000,10868
2007-05-10 11:51:14,8215,448
2007-05-10 18:13:03,45763,12142
2007-05-10 19:45:28,47083,12726
2007-05-10 21:04:01,32124,8141
2007-05-10 23:05:44,43300,3341
2007-05-11 00:50:21,20726,10306
2007-05-11 01:52:41,9185,3547
2007-05-11 05:54:19,21354,2175
2007-05-11 17:56:44,45545,2106
2007-05-11 19:03:32,4509,3173
2007-05-12 01:33:06,57175,4418
2007-05-12 09:50:57,20392,2453
2007-05-12 12:17:37,13685,1427
2007-05-12 14:41:29,9124,8562
2007-05-12 21:11:09,59998,12111
2007-05-13 09:28:38,10538,8139
2007-05-13 11:48:43,10731,741
2007-05-14 00:13:52,22538,12954
2007-05-14 05:01:34,31430,2944
2007-05-14 08:30:19,59588,10803
2007-05-14 15:37:42,33250,9249
2007-05-14 21:08:26,56237,11488
2007-05-15 00:12:34,15535,1809
2007-05-15 05:18:36,5843,12872
2007-05-15 08:38:24,7497,19
2007-05-15 11:44:26,36357,6877
2007-05-15 14:03:21,8282,8732
2007-05-15 16:01:41,8303,12890
2007-05-16 00:59:42,34297,12950
2007-05-16 07:26:08,16742,12681
2007-05-16 09:07:39,56572,12386
2007-05-16 12:02:05,28931,3196
2007-05-16 12:52:24,3223,1544
2007-05-16 13:07:04,47626,7614
2007-05-16 13:19:56,48965,6580
2007-05-16 13:27:21,20822,5948
2007-05-16 16:47:07,49090,12204
2007-05-17 08:21:34,15015,12990
2007-05-17 11:35:16,14651,9982
2007-05-17 18:11:01,58111,7379
2007-05-17 18:51:58,41559,8311
2007-05-18 03:11:00,29872,7405
2007-05-18 05:06:35,21335,10608
2007-05-18 09:04:37,41674,2156
2007-05-18 18:32:54,16567,7114
2007-05-19 02:11:23,31030,8955
2007-05-19 02:42:24,32889,8594
2007-05-19 22:38:58,32353,2831
2007-05-20 09:02:49,9484,2770
2007-05-20 23:10:03,54581,3195
2007-05-21 00:29:32,23432,8464
2007-05-21 23:20:08,23775,2470
2007-05-22 06:18:44,51859,5786
2007-05-22 11:04:43,30714,7670
2007-05-22 12:56:38,16847,263
2007-05-22 13:36:42,1898,7639
2007-05-22 19:43:57,45954,12866
2007-05-22 22:45:04,49009,2890
2007-05-23 00:39:52,16118,10024
2007-05-23 09:49:35,4083,8376
2007-05-23 13:30:17,42325,1785
2007-05-23 19:08:41,46353,4223
2007-05-23 19:57:49,56889,1162
2007-05-24 03:40:45,45188,7605
2007-05-24 03:50:54,36608,11220
2007-05-24 06:58:41,37811,4328
2007-05-24 10:51:59,18814,6221
2007-05-24 13:26:02,40894,2122
2007-05-24 14:07:24,54778,7256
2007-05-24 14:46:31,9398,3946
2007-05-24 15:44:23,42583,4424
2007-05-24 15:47:53,7053,548
2007-05-24 17:01:25,46062,10127
2007-05-24 18:20:28,47899,1361
2007-05-24 20:02:45,17216,5668
2007-05-25 06:09:44,41026,4234
2007-05-25 07:38:36,42726,3047
2007-05-25 10:01:04,4464,953
2007-05-26 04:13:44,43817,12358
2007-05-26 13:57:57,47996,622
2007-05-26 22:18:10,33721,9279
2007-05-26 23:02:40,53257,9953
2007-05-27 02:05:39,28171,3909
2007-05-28 06:19:24,34911,7272
2007-05-28 08:17:25,17677,7458
2007-05-28 09:24:51,5003,5552
2007-05-28 11:52:24,25419,6432
2007-05-28 18:17:00,17943,7537
2007-05-28 20:58:14,40090,11559
2007-05-28 23:19:39,24953,10214
2007-05-29 04:16:34,27105,10683
2007-05-30 00:52:01,39041,6783
2007-05-30 13:51:42,24700,1830
2007-05-30 14:40:02,57394,4831
2007-05-30 20:32:20,31282,7458
2007-05-31 02:31:08,58476,1954
2007-05-31 12:21:01,14746,2822
2007-05-31 15:20:34,42746,7575
2007-05-31 16:14:27,32893,9766
2007-05-31 18:46:37,32149,11940
2007-05-31 19:58:43,48610,7247
2007-06-01 07:31:53,59724,1274
2007-06-01 10:29:41,2254,4205
2007-06-01 19:26:42,56624,618
2007-06-01 21:58:32,51311,12678
2007-06-02 00:27:41,28660,6169
2007-06-02 18:55:53,38157,10296
2007-06-02 22:57:47,25220,10213
2007-06-03 02:16:20,33300,7640
2007-06-03 07:42:24,15279,585
2007-06-03 19:21:39,13674,9898
2007-06-03 19:24:21,12566,4418
2007-06-04 08:12:32,20836,8413
2007-06-04 08:34:42,56030,6865
2007-06-05 15:56:50,51048,7375
2007-06-05 17:37:11,44412,685
2007-06-06 00:26:52,18616,4130
2007-06-06 01:50:24,24508,1106
2007-06-06 02:30:42,30972,2267
2007-06-06 02:47:49,18445,2164
2007-06-06 10:20:58,35066,11890
2007-06-06 21:15:18,19354,849
2007-06-07 01:01:27,13925,9951
2007-06-07 03:08:37,56203,12052
2007-06-07 05:38:25,3202,1688
2007-06-07 06:19:42,20542,5756
2007-06-07 08:16:35,17071,8682
2007-06-07 14:04:42,9215,6466
2007-06-07 16:17:18,49511,10026
2007-06-07 17:32:50,58321,8894
2007-06-08 05:58:30,58513,11900
2007-06-08 10:30:28,47605,10631
2007-06-08 12:06:01,16319,13135
2007-06-08 13:03:24,27389,6711
2007-06-08 16:52:44,10025,5235
2007-06-08 18:14:02,58681,3499
2007-06-08 19:32:09,39704,415
2007-06-08 19:52:34,28557,7770
2007-06-09 00:56:11,41739,4055
2007-06-09 01:27:24,46697,2267
2007-06-09 05:34:07,16402,12149
2007-06-09 06:14:41,34048,9739
2007-06-09 07:06:33,2077,11882
2007-06-09 11:21:13,43951,908
2007-06-09 12:30:17,49897,10255
2007-06-09 15:26:28,37961,4753
2007-06-09 19:31:35,3316,4164
2007-06-09 22:42:09,46386,2278
2007-06-09 23:55:02,11392,4836
2007-06-10 00:42:14,47411,6841
2007-06-10 13:29:49,42183,11675
2007-06-10 19:59:43,17055,4091
2007-06-10 20:17:07,24250,11913
2007-06-10 22:12:34,54524,11478
2007-06-10 23:31:17,2966,332
2007-06-11 02:59:45,45302,9511
2007-06-11 08:42:50,47639,946
2007-06-11 09:29:52,3121,424
2007-06-11 19:43:57,58202,629
2007-06-11 23:29:19,59887,5221
2007-06-12 01:36:38,25194,8880
2007-06-12 06:13:24,1247,2949
2007-06-12 13:54:26,55680,11866
2007-06-12 21:43:37,35618,9851
2007-06-12 23:58:33,18377,1994
2007-06-13 15:27:15,30915,2393
2007-06-13 15:38:37,51546,2860
2007-06-14 07:38:15,26650,4069
2007-06-14 14:48:12,48551,8412
2007-06-14 17:14:22,53303,12162
2007-06-14 19:25:16,48631,7216
2007-06-14 23:32:10,18945,12634
2007-06-15 00:08:03,54011,4343
2007-06-15 01:19:26,46527,6532
2007-06-15 07:44:00,17321,1450
2007-06-15 09:43:33,43710,11591
2007-06-15 10:59:30,21937,1471
2007-06-15 19:13:34,5564,4144
2007-06-15 21:47:39,6712,5214
2007-06-15 21:51:15,44250,8908
2007-06-15 21:54:14,1205,3363
2007-06-16 00:43:21,17203,5513
2007-06-16 11:27:34,15768,2192
2007-06-16 15:38:11,10269,10134
2007-06-16 20:17:02,35511,8308
2007-06-17 00:22:42,37547,6986
2007-06-17 04:37:48,5868,3135
2007-06-17 11:33:37,16227,4871
2007-06-17 12:35:18,12613,4579
2007-06-17 14:43:02,59756,9993
2007-06-17 23:52:17,47135,10689
2007-06-18 00:57:24,30098,7683
2007-06-18 02:44:49,15887,1811
2007-06-18 12:20:09,25702,5268
2007-06-18 18:07:59,22382,6100
2007-06-18 20:04:28,58447,5329
2007-06-19 11:42:23,15861,12372
2007-06-20 14:48:06,23571,10518
2007-06-20 17:03:39,3215,10426
2007-06-20 20:17:26,23874,7957
2007-06-21 19:19:05,41460,10917
2007-06-22 02:24:51,48828,11078
2007-06-22 02:49:54,32943,7387
2007-06-22 04:35:14,31566,7132
2007-06-22 10:50:29,23536,6258
2007-06-22 12:43:56,29537,9825
2007-06-22 13:18:06,30598,2324
2007-06-22 16:03:26,37401,10509
2007-06-22 23:36:50,55517,205
2007-06-22 23:50:31,2353,12801
2007-06-23 09:11:30,4343,10840
2007-06-23 09:48:51,28554,9021
2007-06-23 13:59:33,59245,12989
2007-06-23 16:05:05,37739,7874
2007-06-23 16:09:25,24711,8100
2007-06-23 18:26:21,28923,11738
2007-06-24 01:40:21,52511,5678
2007-06-24 03:46:49,45352,11936
2007-06-24 12:05:04,37293,6440
2007-06-24 12:49:34,40891,10076
2007-06-24 15:06:21,5716,9065
2007-06-24 15:13:28,8226,269
2007-06-24 16:52:05,49652,10322
2007-06-25 04:15:06,40741,8525
2007-06-25 09:00:48,54563,5252
2007-06-25 10:32:35,24020,3810
2007-06-25 12:24:39,3722,10503
2007-06-25 16:41:49,16304,7985
2007-06-25 23:52:55,26965,12523
2007-06-26 02:06:01,47151,9308
2007-06-26 04:50:16,36572,4538
2007-06-26 09:46:09,36013,6337
2007-06-26 09:47:15,50011,7289
2007-06-26 10:46:33,37965,10575
2007-06-27 02:35:19,23871,5604
2007-06-27 03:09:49,57238,3860
2007-06-27 10:01:19,13047,9722
2007-06-27 11:28:57,43852,12980
2007-06-27 11:50:21,8389,3882
2007-06-27 14:13:26,14302,5548
2007-06-27 15:07:18,8977,9339
2007-06-27 15:15:34,22959,5585
2007-06-27 16:43:36,16111,11720
2007-06-27 23:42:58,12219,8383
2007-06-28 02:24:37,55417,6185
2007-06-28 03:06:24,52213,5964
2007-06-28 04:10:29,28987,662
2007-06-28 05:30:46,35677,10841
2007-06-28 13:00:45,18979,2571
2007-06-28 13:46:57,21799,8219
2007-06-28 19:29:27,38461,12961
2007-06-28 21:10:44,18975,8693
2007-06-28 21:43:01,39081,3725
2007-06-29 01:55:32,51929,8661
2007-06-29 02:12:11,37349,6814
2007-06-29 10:29:15,40888,574
2007-06-29 16:42:00,44193,4958
2007-06-30 07:35:58,31484,9591
2007-06-30 12:25:19,18442,2049
2007-07-01 09:19:14,16216,9829
2007-07-01 19:27:15,54612,7182
2007-07-01 22:12:34,2808,3281
2007-07-02 00:14:38,54054,12868
2007-07-02 04:11:16,31299,10948
2007-07-02 04:34:22,15617,9769
2007-07-02 05:43:06,51808,6811
2007-07-02 08:38:44,49436,13229
2007-07-02 12:21:26,41814,5883
2007-07-02 14:41:38,59766,8768
2007-07-03 04:41:52,32987,2207
2007-07-03 07:38:49,22030,2331
2007-07-03 08:28:02,58728,10729
2007-07-03 13:01:55,56391,8621
2007-07-03 14:37:18,16522,8342
2007-07-04 04:34:58,47122,10857
2007-07-04 04:58:12,19203,1712
2007-07-04 16:12:57,44184,4793
2007-07-04 17:02:33,28002,11273
2007-07-04 18:59:53,49479,4898
2007-07-05 17:40:44,46847,4007
2007-07-05 23:30:51,57216,10842
2007-07-06 00:21:51,29994,12709
2007-07-06 00:32:45,14185,10451
2007-07-06 01:19:36,6414,12433
2007-07-06 01:30:18,11737,7558
2007-07-06 01:45:12,45350,7446
2007-07-06 01:50:21,58759,398
2007-07-06 04:11:59,42225,2567
2007-07-06 11:04:29,33882,11260
2007-07-06 11:21:32,27482,10927
2007-07-06 14:10:46,40727,8908
2007-07-06 15:01:29,58266,9688
2007-07-06 17:27:30,56807,631
2007-07-06 17:30:59,27026,7436
2007-07-06 20:52:11,12130,1735
2007-07-06 21:54:15,29395,140
2007-07-07 01:03:58,5222,8759
2007-07-07 11:13:50,57278,780
2007-07-07 11:19:57,23115,6991
2007-07-07 21:13:11,27211,6827
2007-07-08 08:44:06,19370,10054
2007-07-08 23:10:19,28100,8532
2007-07-09 10:23:00,46916,4004
2007-07-09 17:04:03,15193,1722
2007-07-09 23:07:00,54679,12637
2007-07-10 05:26:58,27798,12520
2007-07-10 14:25:09,19229,6353
2007-07-10 20:59:55,12511,10493
2007-07-10 21:34:20,23485,12239
2007-07-10 23:31:05,38111,3398
2007-07-10 23:40:19,33910,8511
2007-07-11 00:56:53,19902,11184
2007-07-11 01:39:42,37047,6424
2007-07-11 04:27:02,30114,4346
2007-07-11 05:18:14,30126,11510
2007-07-11 14:16:37,3130,12773
2007-07-11 17:27:43,37571,1023
2007-07-11 17:37:47,25010,11160
2007-07-12 03:41:14,41880,1863
2007-07-12 10:23:37,57361,24
2007-07-12 20:08:30,10609,5775
2007-07-13 00:05:47,22928,5403
2007-07-13 04:07:11,32369,4353
2007-07-13 04:31:11,57769,12841
2007-07-13 08:47:08,19278,6613
2007-07-13 09:01:59,37356,478
2007-07-13 13:26:52,56521,6347
2007-07-13 14:50:28,33992,11137
2007-07-14 05:39:15,39636,887
2007-07-14 08:57:10,31202,12548
2007-07-15 05:27:22,23744,9126
2007-07-15 16:08:25,24136,11353
2007-07-15 21:03:43,49587,4468
2007-07-16 00:06:47,54820,426
2007-07-16 06:21:51,27281,58
2007-07-16 10:20:41,17255,3775
2007-07-16 11:22:34,36932,9979
2007-07-16 19:47:53,41394,10679
2007-07-17 04:50:49,13991,10695
2007-07-17 16:13:11,27534,4705
2007-07-17 18:58:06,1941,982
2007-07-18 13:17:05,45524,7581
2007-07-18 13:19:25,7934,3848
2007-07-18 16:30:51,32733,5406
2007-07-18 16:52:52,55594,8384
2007-07-18 17:16:57,41364,7785
2007-07-18 17:52:05,56841,43
2007-07-18 19:16:58,39330,11238
2007-07-19 10:40:11,17144,11554
2007-07-19 16:00:40,58342,2216
2007-07-19 17:43:58,26190,8518
2007-07-19 18:48:42,54027,10869
2007-07-19 21:36:08,41763,13012
2007-07-20 04:16:50,42993,6373
2007-07-20 07:49:28,22946,11893
2007-07-20 09:12:30,23362,12746
2007-07-20 09:31:19,55553,6799
2007-07-20 16:02:06,21508,2931
2007-07-20 16:43:00,11899,2329
2007-07-20 17:04:00,37418,2191
2007-07-21 00:49:58,32915,4732
2007-07-21 05:38:40,10847,4421
2007-07-21 13:07:15,45377,12523
2007-07-21 18:27:31,50433,5989
2007-07-21 19:22:17,43694,8549
2007-07-21 21:37:41,48127,3113
2007-07-21 23:20:50,57176,10022
2007-07-22 11:27:50,58655,9480
2007-07-22 12:16:35,56963,12795
2007-07-22 13:30:44,4022,6611
2007-07-22 16:35:55,32806,13123
2007-07-22 22:21:54,15061,11252
2007-07-23 09:33:22,32942,10280
2007-07-23 15:27:46,38645,6586
2007-07-23 18:04:18,30612,5860
2007-07-23 20:26:18,16944,3093
2007-07-24 02:38:14,16218,687
2007-07-24 22:48:33,27663,1862
2007-07-25 04:29:55,37687,5017
2007-07-25 04:41:40,38326,409
2007-07-25 05:05:16,45744,1128
2007-07-25 09:47:23,50430,6916
2007-07-25 14:45:08,21311,5783
2007-07-25 15:06:48,30748,5134
2007-07-25 15:10:31,59591,8693
2007-07-25 20:42:15,34505,12371
2007-07-25 20:47:08,52115,5878
2007-07-26 00:14:40,45582,10880
2007-07-26 04:48:03,33327,5284
2007-07-26 05:25:31,49019,3804
2007-07-26 14:24:05,36918,2879
2007-07-27 08:56:00,15003,8092
2007-07-27 09:33:30,47757,11025
2007-07-27 14:09:52,19763,12812
2007-07-27 14:22:55,26056,10979
2007-07-28 09:41:57,41513,6909
2007-07-28 18:48:34,25420,8888
2007-07-28 19:38:28,9834,5715
2007-07-28 21:35:14,39782,8867
2007-07-28 23:13:12,53104,7946
2007-07-28 23:36:09,28021,4235
2007-07-29 00:04:44,40276,7868
2007-07-29 03:40:28,32384,9256
2007-07-29 06:02:30,54997,2993
2007-07-29 06:39:41,24983,108
2007-07-29 08:22:27,47961,2795
2007-07-29 13:15:27,19120,3909
2007-07-29 16:03:21,6340,2258
2007-07-29 16:04:01,55192,7359
2007-07-29 18:45:51,13062,7321
2007-07-29 19:21:53,57383,10617
2007-07-30 02:19:51,45624,10076
