RatingValue,PersonId,UnitId
3.5,59045,459727
1.5,39196,483364
3.2,54202,10772501
4.7,12198,366395
4.2,24788,444486
0.6,36749,188261
0.0,48290,246071
3.3,33128,135276
0.8,50454,155283
2.4,46260,125471
4.7,54965,376695
4.0,23896,484871
3.9,9647,446260
4.6,3618,457846
4.3,9398,171012
3.8,48138,135391
1.0,16619,430971
0.5,21344,229027
1.5,40459,156231
1.8,7127,47503311
3.0,8286,162928
1.2,8925,495916
2.3,20452,199412
3.8,42721,240709
1.5,29609,221102
4.5,32918,479965
2.1,27602,430883
0.1,58179,482200
0.4,16946,106908
4.3,32701,224156
2.5,49415,110592
1.7,27475,199111
4.1,53972,166708
0.3,7086,494764
3.9,40277,235750
3.1,23299,20627903
1.1,26062,495077
4.7,19551,45897303
0.8,31760,173799
4.0,17432,493585
4.0,28393,202356
3.8,20896,198455
1.3,22999,155450
2.4,15987,486734
2.1,15687,181127
1.3,16333,459116
1.5,13521,143491
0.8,4656,155414
0.6,52432,166133
0.2,15196,491260
3.5,35323,17501406
0.4,14715,201478
3.7,57788,187444
1.2,22466,434432
2.3,34525,17501404
3.1,14546,12980801
4.7,15510,114761
1.7,28725,205966
1.5,59214,49576714
1.6,8043,494995
3.7,56437,126119
3.9,15386,458007
4.1,52451,24297223
1.6,42263,482990
0.3,28789,151777
4.8,15045,203942
1.0,33056,164872
2.3,45087,18409201
2.9,52170,156471
1.1,50937,123642
1.0,31987,161457
1.7,15930,164216
3.1,20435,221829
2.7,178,105154
1.4,37770,198011
4.4,52184,164614
2.0,120,106883
1.7,2002,480471
2.5,28730,15098705
0.3,45617,490106
0.2,24200,461643
1.4,44740,169716
3.0,3142,480851
2.2,56163,162061
3.1,59203,135735
4.2,36726,141167
3.0,46588,237385
4.9,13279,239716
2.9,45798,172705
4.2,41529,13508104
1.5,28909,187897
4.0,49505,450395
0.4,22493,448646
2.7,38218,126049
1.0,6035,441830
0.7,45388,228431
3.0,5280,455901
1.0,27139,462053
2.7,36793,262022
0.1,20194,475565
4.0,4005,13552201
4.0,39203,459295
3.6,56801,483382
2.0,32147,173708
2.1,36983,488235
1.4,22483,195003
0.0,19784,166629
1.8,9774,207342
1.6,47789,110422
3.8,20367,224615
1.3,52593,196033
0.8,49045,207865
3.3,27447,220464
2.6,43969,197601
4.8,12333,193353
2.1,43242,151263
1.7,47400,207342
4.1,32185,157748
0.9,25359,45316302
3.4,48305,191083
4.4,12867,442602
2.9,454,430935
3.7,21468,188854
5.0,40030,474915
1.4,32451,100858
4.7,15064,151351
2.4,37201,214564
4.8,29593,492032
0.7,18300,164988
0.0,26579,484473
0.6,27308,220552
0.2,36806,203739
4.8,54549,262086
1.1,1127,445188
3.3,22519,136659
4.9,5567,147703
4.7,37581,122117
2.8,24050,15492501
1.8,21258,230621
0.9,39680,180692
2.7,29168,195322
1.2,54215,483346
3.2,10881,204662
2.0,17144,196158
2.3,33434,109208
0.8,23045,455901
2.5,730,210270
4.1,56324,488022
1.5,8095,45897306
1.7,5476,172200
0.9,31745,486716
0.7,13022,172671
1.7,40606,13017403
1.7,44992,374024
0.6,44816,459958
1.7,25190,188535
1.4,49654,418427
0.6,25617,213525
1.6,42475,176354
3.9,26979,10415102
0.5,5016,249061
1.4,38158,485564
4.4,3749,176035
1.1,23600,107637
3.7,20386,417886
0.5,18821,139986
1.8,25352,237996
4.7,50355,38561901
2.8,22866,481526
1.0,40338,126359
1.3,14079,108861
3.4,43138,127918
4.7,17194,372462
0.2,13620,445799
0.5,20644,237598
1.8,564,182999
3.4,1784,159391
3.3,15062,437237
0.2,27853,160117
3.1,44668,204334
4.0,43099,49576708
3.7,37809,241128
4.1,57214,486424
2.7,1453,36520405
4.5,9347,201177
1.0,16049,456515
1.4,2834,146603
2.6,19675,483896
4.7,17679,228909
4.6,23451,449834
0.2,55109,449861
0.9,49132,225520
3.2,17617,16061202
0.0,31095,49576713
1.6,51718,237057
2.3,38994,483841
4.3,37306,155186
0.9,48499,15468801
1.6,16274,117140
3.3,19405,233356
1.5,57100,480204
3.9,3557,207306
3.2,30404,144218
4.2,17551,172918
2.9,47156,482972
2.5,34703,160612
1.7,8166,483230
1.7,59418,217484
1.1,16699,487603
4.6,51366,434159
1.1,1932,140942
0.0,47053,221625
1.6,16450,486822
2.1,11601,235671
4.8,58969,226107
1.4,4035,198066
0.1,29992,144865
1.1,2800,482538
4.4,55310,456579
0.6,8161,494658
3.6,28899,365374
4.3,40176,490090
0.1,50961,451714
4.4,55614,166407
3.6,24946,441830
3.2,53059,194116
2.1,29971,203234
2.3,23717,201955
0.1,4730,177038
3.9,3328,209241
4.0,23900,375106
1.3,53440,476939
3.4,54897,47503315
2.1,43525,496371
2.3,28509,482097
1.8,54713,45891906
3.9,14694,483009
1.4,58755,18908801
3.9,53542,13247101
4.0,46758,151786
2.6,14629,417248
1.5,9380,44434301
3.4,29744,119058
4.8,25914,172495
1.3,38538,181817
0.9,58188,418083
3.9,45263,224679
1.2,35345,248624
2.6,28316,495934
1.2,3389,457800
2.8,3289,160117
2.2,58453,153320
1.2,6035,418199
0.0,25529,181020
1.4,44783,155593
3.8,39197,145813
0.8,35037,228644
0.9,15476,462035
3.6,35064,443492
0.1,16516,480842
3.3,46844,235699
0.1,17767,173647
0.9,29145,475398
0.2,5434,458043
4.8,32106,199786
2.3,10029,198233
0.7,40743,22797903
0.8,29340,226408
4.0,53079,171234
0.8,56723,436775
2.4,55333,196592
3.3,50076,449092
4.6,14664,152600
1.2,36390,377652
3.3,55805,218973
1.3,54115,491923
1.5,2655,205124
1.1,25037,482228
2.7,47905,475741
3.4,22297,117052
3.3,38859,163453
5.0,55345,16061204
0.1,18811,486284
2.9,56585,239716
3.1,50039,487791
1.0,36334,154378
2.0,20709,12682703
3.2,43039,12601201
2.8,31498,200332
1.7,56409,126614
2.1,11700,406361
3.6,39656,455381
4.3,47182,143288
3.4,1535,476629
2.0,45159,122746
3.3,22578,461537
0.2,50588,436429
4.7,35730,194693
1.9,2504,388520
3.7,52862,199421
1.5,56562,142522
0.9,8440,110097
4.1,23471,369783
1.6,55881,102368
0.4,24236,483780
0.2,50337,449083
1.4,37827,141060
1.5,22923,244446
1.4,13661,199494
3.0,55050,184092
0.5,48335,375939
1.8,13930,210234
0.4,22617,219295
2.4,15279,438285
3.1,51437,409591
3.8,14668,112455
4.7,36212,476708
3.3,44255,170736
0.2,8525,166656
2.6,44579,14736902
2.1,25364,204662
2.4,19,491923
2.2,4462,484330
3.2,15983,238078
2.9,44880,221485
4.5,8347,44378406
3.5,9704,243133
1.0,22664,488730
0.4,40300,457226
0.2,7418,202514
1.4,7793,138947
0.4,47327,492397
1.7,996,241182
0.6,38355,175315
4.1,33703,196653
1.1,214,180878
2.8,36292,452106
3.3,13844,16947918
0.4,43720,110608
4.8,58239,461218
1.4,27027,167598
4.2,14927,202480
4.0,50135,461926
0.0,9866,220473
4.3,7925,457943
2.4,18796,460826
1.4,28512,44936601
1.7,11942,118888
2.2,51095,430883
3.2,50318,223852
0.9,57661,205124
0.2,48656,214272
3.1,20733,120403
0.1,11525,493567
0.5,12702,177214
3.7,46930,213385
4.5,49911,191968
4.6,29596,202912
3.3,43229,490504
2.8,42260,439774
3.7,24619,484206
1.0,35310,128106
3.3,57899,24893414
2.4,43877,212133
3.2,46032,233639
2.9,13950,172015
1.8,35815,448619
0.3,28004,157058
4.4,9290,36520406
1.9,55760,150455
1.0,2280,475273
3.9,45200,49501302
3.9,30809,442569
4.0,4566,119164
3.0,49071,209056
4.4,14671,483850
1.3,39528,488952
0.3,1885,220792
0.7,18815,107983
4.5,55300,118143
1.1,45445,146490
3.3,39938,456074
0.7,25984,216551
4.8,53833,408844
0.1,28127,221838
0.3,2415,45897305
0.2,50576,381459
3.8,9250,179317
3.1,37811,122409
0.0,40567,214069
3.0,9239,495837
4.8,57742,10415110
2.8,47958,191320
4.4,58865,439792
4.5,24736,406149
1.4,23237,492397
4.1,17299,486196
4.5,55769,154952
2.4,893,451741
3.7,37417,209694
4.0,14321,487676
1.8,6835,243081
1.9,28125,10722001
0.5,35210,484048
4.4,5757,369783
3.9,26513,202152
2.3,21375,131469
3.4,35890,120166
1.3,57493,144883
4.7,28868,125231
2.6,52212,488040
3.6,19907,216454
2.7,57226,228501
1.8,7723,493813
0.7,53155,203614
0.3,42653,210508
3.0,30739,404806
0.3,17589,455008
0.0,33649,15098711
3.7,14321,176178
3.0,22359,447713
2.5,28515,36520405
3.2,47265,181215
1.8,41100,107600
3.1,10406,171571
0.6,32795,111799
4.7,36857,198613
3.7,28463,193247
3.1,29699,138187
1.5,29457,488554
1.8,15692,487490
1.8,9058,217989
1.0,44019,492689
0.5,23391,119058
3.2,45981,172291
0.9,3904,144971
2.8,38222,161509
2.3,47288,225885
0.5,52265,171456
3.9,10538,160959
3.3,51612,17557302
3.8,27950,181312
3.6,27111,431600
1.3,1603,45920401
4.5,46216,223117
1.2,35307,146506
1.1,34731,413893
4.3,16379,23368408
3.5,8460,490504
2.8,52894,231970
3.6,49300,157401
2.0,39976,369400
4.8,26412,114266
4.3,58319,194578
1.5,55894,383525
1.6,39929,106713
0.9,12639,451495
2.8,39149,13830902
4.3,19551,239309
2.6,42953,487773
2.3,57971,198233
4.1,55441,218070
2.3,15973,24297205
1.8,56970,237181
0.6,29144,495378
1.1,16799,180090
1.3,49204,145725
2.7,39390,434140
2.1,19010,449816
0.6,24867,208859
1.2,17901,196006
4.0,35999,495174
2.8,57414,45316301
0.3,24981,113333
0.0,55806,190451
1.3,5592,13508114
4.6,18888,418126
4.6,49047,127389
1.7,15480,205090
1.6,29407,151351
1.9,20736,174233
1.5,41199,177685
0.7,55105,457819
2.4,30151,207582
2.8,27432,481775
0.4,18128,488022
1.4,7929,377272
1.4,21135,106397
0.8,19773,445780
2.4,46457,153977
3.4,37435,495439
1.0,28891,231882
0.9,59007,246460
4.3,21819,213914
1.9,18781,221494
1.3,28212,226125
2.8,59342,493947
1.3,16488,474915
0.2,38768,186283
1.5,40012,198321
0.1,45991,238014
2.3,57674,417123
1.4,50375,447607
4.0,23104,440989
4.2,50065,202985
1.7,58534,137087
2.9,37055,155627
4.4,59664,212300
1.6,25110,440828
2.6,23483,204981
3.9,1048,221050
3.7,2872,196024
1.5,20728,16061201
3.6,58365,137120
0.4,44805,443571
4.2,2035,490300
2.8,43711,21036801
4.8,10529,409193
3.7,20543,225520
2.0,42148,157216
3.9,28336,123961
4.3,36807,460181
3.0,18371,491765
0.9,5141,414869
4.5,25081,233310
1.8,58006,480028
1.3,32434,233301
3.7,33996,230737
3.5,23716,149514
0.3,15053,419235
0.6,33354,192192
3.9,35005,147536
4.1,53760,140960
3.2,28235,117140
4.6,44601,480073
4.7,33199,460376
1.1,52643,441371
4.0,24579,159027
1.9,5918,186618
3.9,59836,183938
3.1,57987,155399
1.5,1023,482608
1.3,27516,458973
4.2,9416,134343
3.3,32453,491950
4.4,41014,457855
4.8,18442,128744
4.9,31360,102614
1.9,50515,121707
4.9,1414,366623
2.0,1307,492643
2.8,25828,363147
0.5,8559,368036
2.6,9653,491589
3.8,19582,175263
0.1,17172,208479
4.0,3513,431558
4.6,42760,368036
1.7,56062,13508102
1.4,2150,23368411
0.9,43160,111799
3.2,44075,36520406
4.0,22122,110644
4.7,52703,455284
1.6,12892,437778
1.5,49910,452124
4.1,39870,490489
3.5,18917,161086
3.9,9128,151962
4.3,25174,132374
4.5,17194,109208
0.1,2384,157678
1.6,11550,481456
0.8,40373,194958
0.1,44730,484349
2.6,20963,219824
4.7,21722,123651
1.1,2074,480347
0.6,1831,420246
3.8,10333,147660
1.7,17448,483957
3.9,59649,459310
1.3,30585,202073
0.8,16274,119164
4.9,14433,214528
3.2,14703,218742
2.3,47137,437705
2.0,12282,377661
3.7,4050,455859
1.7,16253,49576710
3.4,50182,229425
1.6,19306,199582
1.1,20091,231174
1.9,25669,492209
4.3,2565,139986
0.6,40689,216366
2.1,15256,190442
4.1,35430,487959
2.1,24057,480471
3.1,38246,49022101
0.3,5190,106360
0.8,14575,207786
1.9,45660,487968
1.7,59018,132709
2.5,42619,239008
2.2,31268,124937
0.8,10703,417886
4.0,18058,492652
0.5,4703,166708
3.9,6111,23368404
3.3,18557,118693
4.3,40339,109819
3.1,37483,114813
4.5,49437,183099
2.5,22348,106908
0.9,945,193405
4.4,28737,149842
3.5,46200,381282
1.6,12696,459851
0.4,51611,23368404
3.8,31434,233666
2.5,33512,475723
1.6,2384,187000
1.1,56644,169099
2.3,38989,155104
3.0,20593,189705
3.2,52340,158246
1.7,49786,447148
0.1,8369,457819
0.1,44895,485272
3.0,35124,433536
0.8,7211,417600
3.4,18253,440776
0.5,3590,179511
0.9,42219,220853
2.0,51355,122375
4.0,34961,484932
3.7,37919,192022
1.7,6906,247010
3.5,21918,189088
2.6,6570,114114
4.1,36908,191986
3.4,26609,167677
1.6,17879,189705
3.2,47998,126669
0.3,41788,221847
3.2,47415,221892
3.2,57739,453756
0.9,6220,461643
4.8,50634,450696
4.9,41912,161192
2.4,42810,200697
1.3,35239,159373
0.4,26700,434292
0.8,56178,215983
2.2,19526,160658
2.6,53176,221102
4.6,15125,36520404
2.1,41737,222831
0.2,52365,195289
0.9,12049,122728
1.5,57713,409032
0.3,35418,123013
2.2,35776,488138
1.6,45313,108269
4.2,29384,102076
1.2,27406,128106
1.0,12334,470038
1.5,10169,139959
1.1,12416,444778
0.9,781,195720
4.2,25491,180647
1.0,7414,218487
1.5,11640,175643
2.1,26721,469920
0.0,36121,118693
4.5,9214,192925
1.1,6062,142294
0.8,27157,112561
2.8,46510,167394
2.0,46085,381370
2.3,18725,377458
0.5,50153,177940
2.7,24705,237057
3.5,19903,239071
0.1,43003,239628
2.4,33515,247010
1.6,22643,154527
3.6,43016,162609
4.7,37758,490054
0.6,18722,371830
1.5,4663,192864
1.4,47228,443207
4.5,11125,452072
0.3,47586,181941
1.5,27090,439862
0.4,9275,178697
0.9,58689,193292
1.2,33615,364946
4.8,52584,164313
3.4,32426,171234
4.3,7584,230977
4.1,45373,211893
3.0,35824,206507
2.7,101,236692
1.0,30252,176035
1.7,46836,104425
3.8,46921,122755
1.8,4852,458104
1.6,12318,120838
3.9,34672,449658
4.4,37251,126979
3.2,13005,447777
4.9,16418,185828
3.7,2677,183132
3.8,54575,188058
1.4,45990,132709
1.7,42509,365204
2.2,17344,439394
5.0,15337,146472
3.1,6090,153630
3.0,51845,227377
2.7,25191,462008
4.2,58770,495943
3.2,55163,238333
3.3,11990,417123
0.6,10744,457819
2.0,13932,130226
1.3,16937,111081
2.4,1945,237525
3.5,58747,182829
3.5,1518,457475
2.9,54038,196219
0.7,56500,178989
3.1,48247,198251
1.7,9464,150756
4.1,37434,169521
0.5,25465,222886
1.7,19742,440989
2.1,6184,445249
2.8,36342,154110
0.7,8022,204820
3.7,32900,457420
0.5,37329,180461
0.7,51134,234155
1.6,3141,414461
3.8,57865,133881
3.1,13280,486381
0.2,59676,237792
2.2,47595,207041
4.6,209,21287802
3.8,34496,413972
0.3,57155,17706538
2.2,8375,236948
0.2,50344,106704
4.0,6531,182892
4.3,4166,182829
3.5,32609,146506
0.1,2374,171456
3.1,41622,482617
0.6,32433,164085
4.9,22654,204006
1.3,33249,134343
3.1,22711,197850
3.8,17019,487676
4.1,17202,217873
4.2,30955,129367
2.2,17809,195304
2.8,12924,185721
4.1,11767,481146
3.9,39174,203155
4.7,56052,189565
0.2,48593,211927
4.9,7501,166674
4.1,36095,10415110
5.0,33425,226019
0.6,17472,159647
0.8,10722,177676
2.8,38954,484136
0.5,59694,461874
2.8,17428,193894
3.9,38369,153524
2.0,3110,212009
4.2,44482,219888
3.2,2894,481191
1.5,2930,243647
2.4,55054,101143
1.1,45336,149763
4.2,49769,100690
0.3,42584,484057
3.2,55616,237905
2.1,30033,153296
5.0,32933,178402
4.7,42763,445850
3.7,15040,148016
3.7,38335,139393
3.1,44083,162779
4.8,27171,160977
4.6,41025,154712
1.4,21958,165866
2.2,52107,121275
4.8,4314,487296
2.1,22929,481322
0.1,56617,220853
1.0,56412,173993
0.2,30210,130004
0.9,42041,209603
3.0,53565,222831
4.0,56434,475723
2.0,23936,170806
3.1,30028,134495
1.0,38169,481447
2.2,54892,368540
3.6,37776,138840
4.9,4500,458104
3.5,3118,494287
4.9,57393,456153
3.8,39028,156471
0.3,14792,446349
2.1,51949,448275
2.0,40360,407090
4.2,4950,476878
3.6,14630,242662
1.7,38884,47503312
3.3,15628,366711
3.0,21575,234085
4.2,53453,157207
4.2,42151,244613
2.1,11660,488110
3.0,34403,141361
0.6,8478,102553
2.1,6843,17706519
0.2,5104,122694
0.1,11191,483276
3.6,42264,207342
4.1,17820,496052
3.7,23327,475273
2.6,23260,157377
2.3,51346,235158
4.1,33749,232089
0.7,13708,215983
0.5,37543,123943
1.1,22658,136145
3.9,34568,475635
4.3,56289,176178
4.8,52550,225308
1.3,2760,451079
2.4,2975,200873
3.8,31344,480000
1.2,32800,191986
1.8,19757,197221
3.8,20058,458098
0.2,47647,224554
1.9,14962,16947925
0.8,43087,226116
1.0,396,480198
3.7,38486,454838
4.8,48918,110219
1.0,14054,230418
4.8,6813,206011
3.0,14838,364016
2.3,55471,158088
2.7,9358,443298
1.6,26584,115393
1.9,17877,154013
1.9,48588,114637
4.7,15134,371830
4.7,36280,479062
0.9,57268,136701
1.9,34855,202903
4.7,32271,45321503
0.2,36950,485768
2.8,38084,169363
3.8,53299,152099
1.8,13109,490124
0.2,15401,495192
0.1,31168,216366
0.1,46268,17706507
0.8,35741,417840
1.8,45972,427991
2.8,56259,492661
4.9,26510,156286
0.2,39910,492324
2.6,11019,17706532
0.8,49789,456205
2.9,44536,447713
0.4,1707,427308
0.3,4493,486442
4.5,46665,492069
1.2,17415,417646
0.5,53563,192688
0.5,23597,494162
4.5,25207,12777803
3.9,57327,130217
1.7,36399,221847
4.0,13063,392415
2.2,13787,122612
1.7,51420,151379
3.9,15388,366368
1.6,57152,237686
2.2,14086,101602
4.7,4077,487816
4.3,11196,188580
0.9,15517,417008
3.5,12475,186131
4.4,57858,121628
2.7,56460,457378
4.6,2946,462062
1.0,25312,431558
3.9,34450,230737
2.9,32503,165635
0.7,6761,461306
2.3,55760,18908810
2.6,39449,230977
4.9,8615,143491
1.7,7347,485537
3.7,51968,439969
1.9,59093,218690
1.7,58897,151333
0.1,15694,15098704
2.0,32057,191968
0.3,32862,213215
3.6,37575,160904
0.5,16091,150774
0.5,56724,130110
4.3,39609,198011
1.5,37146,439473
4.2,54987,216311
4.2,20917,122852
3.2,34555,243498
2.5,19214,155487
3.5,32047,137865
4.8,24974,197814
0.1,39867,246406
2.3,57110,24893409
2.3,46643,406033
1.2,42254,220206
3.5,4772,225575
2.6,18361,17706504
4.8,48114,192271
0.2,59916,204705
1.2,38857,229425
3.3,15285,444583
1.5,28744,204981
4.7,21399,449931
1.2,23684,436304
0.5,59327,481003
2.7,32000,380368
3.8,22820,48387801
2.0,13636,212267
3.7,47672,199494
1.8,29250,126942
4.8,42907,198817
4.3,31986,43342002
2.0,14563,145309
1.3,31877,384421
4.6,9311,363077
4.0,2684,489247
4.2,45874,491598
1.9,50207,186876
2.6,47721,487427
0.5,22179,475574
4.9,14147,17706526
4.7,36701,226152
3.3,9078,484330
1.9,28412,107044
4.5,44883,187648
4.9,1488,250993
0.8,29175,421708
2.9,54388,133845
0.1,27959,16884707
2.4,27615,480842
3.7,36767,123493
0.2,45004,220163
3.8,41032,492096
4.7,32141,461494
2.3,6747,488059
4.5,24476,417716
0.5,58591,117751
4.3,15001,486053
1.1,47325,221892
3.0,52588,484677
1.0,47749,12980801
0.7,45082,174747
0.9,5976,461148
0.9,20168,189255
2.7,47944,483364
3.7,26183,412599
2.3,49678,15085301
3.3,34009,491783
0.8,51604,211006
2.6,22740,204501
4.8,6373,198844
3.1,14270,147767
4.0,34107,44903806
3.4,34680,450021
3.5,55950,177968
0.4,19595,233338
0.2,41882,215974
2.7,29373,139384
2.7,24354,23368409
0.1,55511,143288
1.0,42753,465812
2.4,48958,489830
0.2,51087,418588
2.4,10343,203739
0.1,11849,168148
0.5,35843,199643
1.4,4839,456931
1.4,23688,494940
0.8,36393,102377
3.1,204,426314
2.4,33794,114789
4.7,27172,214528
3.6,44435,220321
2.3,37554,449524
1.6,38893,131061
3.2,20364,205957
1.2,17448,128188
1.2,1753,456490
3.4,29022,483878
3.0,17429,482538
3.9,48233,190974
3.3,6616,496423
1.2,21978,227216
3.4,39461,160597
0.4,50398,114761
3.2,52307,220613
0.6,51671,180179
3.7,27337,430245
1.1,37680,418029
2.9,9528,431017
0.4,43735,495916
3.1,2313,450298
2.4,55535,495299
1.0,10447,47503304
3.8,12240,439190
2.8,13284,167534
1.9,21176,171535
4.2,10862,231420
2.1,12231,169187
0.4,50203,384421
1.9,4502,491640
1.1,38675,207324
3.7,58714,111054
3.7,14884,190974
2.8,17444,439491
1.3,22569,447449
3.5,19,433101
3.6,40995,219842
2.0,54019,199421
0.4,16341,449603
4.7,22716,106810
4.8,30071,461218
0.3,28546,10415105
0.3,59387,225502
3.5,2468,45316302
1.4,12082,479983
1.3,12449,110361
3.9,15716,138761
2.2,13725,193292
2.5,20424,219921
4.3,8918,219994
1.7,10696,151379
3.8,1155,193821
0.1,5029,451042
4.8,36484,183822
0.1,8595,231174
3.3,34269,486983
0.1,23630,384412
4.2,23925,165820
3.8,41010,129491
0.4,49482,434274
1.1,2509,375939
3.0,23356,485537
4.4,28945,114761
1.0,4080,211608
4.1,48110,101277
3.2,11564,157951
4.0,8496,418010
1.5,782,48511107
0.8,45245,365213
0.6,26403,452771
0.4,52893,486734
3.0,45861,215530
1.5,3841,480037
0.5,2258,231536
1.0,7903,490498
1.1,5105,156851
4.6,21089,189097
3.7,39654,130314
0.4,30665,173805
3.3,34146,24366501
2.6,47236,493655
4.4,32798,187666
3.1,35217,443076
2.4,34746,100663
2.1,385,122649
3.0,55191,161341
2.2,59419,493770
0.6,44537,157863
4.3,5198,442435
0.1,3036,16855501
4.4,47866,373526
0.0,16754,227146
2.4,18920,149499
2.4,51600,224305
1.2,3776,455859
2.8,45692,486309
4.5,54571,156648
3.4,24090,162061
3.7,52156,408385
3.1,42580,137023
4.2,59871,164492
2.0,8458,209612
1.0,44803,480824
3.4,14852,455859
1.1,37155,195526
3.5,44935,495217
3.1,48618,442569
1.3,31848,139384
4.7,35281,144209
1.7,38738,222178
4.4,42577,160472
1.8,56795,111434
3.7,59464,24297208
3.6,44994,138822
1.3,3664,441104
1.6,10046,475486
4.1,52464,155399
0.6,18231,172617
3.0,36290,476896
4.9,3437,209074
0.3,25990,159948
2.7,56066,139861
4.4,28844,240657
3.2,52075,475608
4.7,39595,445735
3.0,19331,243081
3.0,32142,492722
3.3,22400,127273
3.5,14983,123961
1.3,59463,491190
4.1,46052,107877
0.3,49977,486381
0.4,50031,166133
3.0,16948,457323
3.0,53007,20750001
2.3,10738,417831
2.6,23662,444282
2.1,46010,197285
3.2,23881,171234
2.0,23524,230676
4.2,17282,24893402
0.9,7995,190248
0.0,48272,127909
3.4,29763,24297210
0.3,39010,198756
3.0,41961,240189
2.7,17917,418126
3.1,21408,139755
1.4,31241,449968
1.3,37654,216694
2.7,56070,190044
0.1,47533,137953
1.4,54703,240444
1.4,26891,439491
2.4,47276,406033
4.7,32697,45896402
2.6,24883,407470
1.4,18302,105330
2.6,13551,234076
2.2,57027,461838
1.1,10785,198710
2.2,37820,452948
4.1,40045,17355902
3.2,30667,449357
4.0,51525,460701
0.8,55271,160199
4.5,22331,245652
0.8,30356,222886
1.6,56430,120883
1.1,34295,121363
1.7,46184,418348
3.6,17216,180328
3.7,8891,227289
0.4,34814,487649
4.5,5554,190080
2.5,33966,490531
2.3,22549,164562
3.3,30780,177542
0.2,59264,377193
3.3,22380,100663
4.4,19781,482431
0.6,43641,17355902
1.9,14255,188915
1.5,4704,449773
3.0,45866,175935
3.7,57791,474924
4.3,40438,365383
3.9,2746,101161
2.9,41287,200846
2.2,5121,447980
3.6,48608,449870
3.8,16530,190512
3.0,3282,117195
4.4,33788,136330
1.4,43612,484172
0.8,21269,161581
1.0,9900,114433
4.5,5606,182148
4.0,9233,101161
4.7,8621,406325
3.0,47789,180948
1.6,23865,490230
2.9,43139,431071
0.3,27143,241146
4.8,6541,175722
1.4,52310,440855
1.9,38127,49576722
1.4,52824,49576706
1.0,17627,227979
3.2,36609,198729
2.7,5804,140827
3.2,34417,203748
4.3,26939,115746
1.8,25551,443058
4.5,15284,488651
4.5,59277,168607
2.6,51051,215123
3.8,6615,490531
2.6,59812,260363
3.9,44733,169248
4.6,25701,178077
4.0,43468,17526301
3.8,57415,363916
4.3,4372,365763
3.6,32301,443058
0.6,5726,221953
1.5,14247,157216
3.4,18505,447351
3.8,19993,183743
0.9,21413,217828
1.3,49373,169479
4.6,8626,222886
2.3,48292,221485
5.0,51895,260992
2.2,25191,205203
1.3,11083,202073
0.3,47714,152318
3.0,51002,244233
4.4,27577,467872
2.1,1492,197045
0.5,4390,225247
2.4,57544,481182
1.3,52871,441575
0.4,795,455114
4.7,46778,132693
0.7,22725,153603
0.9,22300,139357
4.9,38787,487320
4.2,48214,12697901
3.0,47433,232919
0.6,6968,24893402
2.9,39958,122728
1.5,52807,219356
2.3,10072,439817
3.1,57645,211291
4.1,5857,181330
2.6,50265,134495
1.7,17207,130253
3.0,30314,455196
2.3,6840,421708
0.3,48143,444334
1.5,17021,175315
4.1,4589,148496
4.9,40281,418515
1.0,36645,47503313
4.6,16673,207388
3.3,15809,243832
0.6,14977,459514
2.8,15418,191931
3.7,9657,206932
3.9,45103,493600
2.8,15898,124681
4.5,18742,24297213
4.7,27908,190512
2.5,3022,13508114
2.6,37202,476683
4.6,35215,173461
4.7,113,201104
4.3,25442,141608
1.0,25282,197285
4.2,46231,487153
2.9,25562,219383
0.1,35892,148937
2.2,46621,203456
3.8,13388,164216
2.3,8984,487092
2.9,41107,476629
0.6,36066,161004
0.7,8631,480073
2.2,30191,115083
1.3,56180,449357
1.5,18217,204121
0.8,18880,475325
0.8,26064,226806
3.9,40125,478634
0.2,17876,165033
3.8,30865,123961
1.7,29365,211343
1.3,31043,447698
4.5,26271,122977
2.9,33362,366401
2.4,23607,191612
4.1,56532,250285
4.8,58849,211644
2.1,44373,220206
1.9,40681,154925
2.3,57146,21287804
3.1,36183,150048
0.7,45523,454306
3.2,27408,202949
3.8,19835,443225
3.1,39000,417983
2.2,6272,446561
4.5,19784,455099
3.0,34635,191320
3.8,3182,417123
3.8,39942,451316
2.0,17028,138929
2.3,17767,188650
1.7,46565,444103
1.8,20146,21287801
2.5,235,490133
1.1,42907,438504
1.2,4303,490230
4.4,31017,112190
2.1,9284,154059
2.6,59603,49005401
4.9,1531,166452
2.2,18854,404426
5.0,27622,400187
1.2,48323,208433
5.0,57674,140827
0.2,50206,377272
1.7,41187,138840
4.6,5087,130509
2.1,29836,17501406
4.0,43239,236708
2.2,21557,153001
0.4,38395,366340
1.8,7398,204617
2.0,30487,188340
2.5,50109,167729
4.9,16964,174075
2.9,31503,225511
2.3,22015,102580
4.3,37937,479424
3.1,42130,48511105
4.3,50122,487746
2.8,13257,140447
3.0,3070,445656
0.6,33662,120184
0.0,51026,383330
3.2,54426,191339
1.2,7336,163912
2.3,36590,240374
3.9,9117,243744
0.4,1364,243577
4.6,7056,106795
3.9,49189,199892
0.2,43195,191339
2.2,40115,103501
1.1,41291,122834
0.1,16730,169099
1.5,51235,17501401
1.5,3838,162654
3.2,20230,204909
0.1,34266,483920
3.6,53861,188003
0.5,58015,438674
3.1,3739,478634
1.2,9824,133951
4.7,53755,368540
0.7,8101,220118
4.4,15590,234119
4.6,18030,131159
3.9,18720,153524
